year,age,networth,networth_infadj,wgt
2019,75,2496464.5298013245,2496464.5298013245,6119.779307709496
2019,75,2453110.2516556294,2453110.2516556294,4712.374912438347
2019,75,2486495.3642384107,2486495.3642384107,5145.224455156753
2019,75,2958871.523178808,2958871.523178808,5297.663411973522
2019,75,2522662.569536424,2522662.569536424,4761.812371144635
2019,50,-7778.267549668874,-7778.267549668874,3790.476606849536
2019,50,-5459.856953642384,-5459.856953642384,3798.8685047137915
2019,50,-9406.950993377484,-9406.950993377484,3799.4683930666083
2019,50,-2909.605298013245,-2909.605298013245,3788.076004800406
2019,50,-6624.858278145695,-6624.858278145695,3793.066588672488
2019,53,39297.05960264901,39297.05960264901,4099.478552765953
2019,53,42079.15231788079,42079.15231788079,4101.450751031722
2019,53,38717.45695364238,38717.45695364238,4098.562658288585
2019,53,38833.377483443706,38833.377483443706,4085.945521480275
2019,53,51352.79470198676,51352.79470198676,4097.633641974938
2019,29,-135232.89006622517,-135232.89006622517,6375.983791629523
2019,29,-135227.0940397351,-135227.0940397351,6326.5697948094075
2019,29,-136386.29933774835,-136386.29933774835,6341.588453560872
2019,29,-136397.89139072847,-136397.89139072847,6386.375863395948
2019,29,-135238.68609271524,-135238.68609271524,6354.919504285839
2019,47,1843.1364238410597,1843.1364238410597,4210.230765647422
2019,47,2190.8980132450333,2190.8980132450333,4177.203858947169
2019,47,1959.056953642384,1959.056953642384,4246.431897898886
2019,47,2306.8185430463577,2306.8185430463577,4226.556808588873
2019,47,2770.5006622516557,2770.5006622516557,4185.672878818377
2019,28,-14466.882119205298,-14466.882119205298,5046.975164849058
2019,28,-14269.817218543047,-14269.817218543047,5058.6369296769
2019,28,-14420.513907284769,-14420.513907284769,5050.507639819034
2019,28,-14165.488741721854,-14165.488741721854,5049.896459546878
2019,28,-14304.593377483443,-14304.593377483443,5058.539110078109
2019,53,324.5774834437086,324.5774834437086,8610.877596110357
2019,53,324.5774834437086,324.5774834437086,8629.941585366372
2019,53,336.16953642384107,336.16953642384107,8631.30435994942
2019,53,336.16953642384107,336.16953642384107,8605.42411557319
2019,53,324.5774834437086,324.5774834437086,8616.761293272157
2019,52,591477316.2384106,591477316.2384106,35.406794387282446
2019,52,535985787.6768212,535985787.6768212,35.17135297151901
2019,52,909097330.6278145,909097330.6278145,35.07866637317592
2019,52,610344993.7589403,610344993.7589403,34.89429707310314
2019,52,626865744.2331126,626865744.2331126,35.06393682304867
2019,71,1404145.3774834438,1404145.3774834438,3959.9022317622757
2019,71,1404145.3774834438,1404145.3774834438,4184.75559036517
2019,71,1402986.1721854305,1402986.1721854305,4144.509112357284
2019,71,1404145.3774834438,1404145.3774834438,4103.406023373598
2019,71,1405304.5827814569,1405304.5827814569,4199.7785158436445
2019,55,606843.9735099338,606843.9735099338,4575.888181640927
2019,55,526511.0463576159,526511.0463576159,6573.389617253527
2019,55,581573.298013245,581573.298013245,6638.129941901522
2019,55,802285.9867549669,802285.9867549669,4743.54325722782
2019,55,579718.5695364239,579718.5695364239,6608.890205381795
2019,62,-8126.029139072848,-8126.029139072848,4322.606565621945
2019,62,-8114.437086092716,-8114.437086092716,4299.407020771514
2019,62,-8114.437086092716,-8114.437086092716,4324.904800231006
2019,62,-8126.029139072848,-8126.029139072848,4305.955723141255
2019,62,-8114.437086092716,-8114.437086092716,4301.939313006276
2019,67,351586.9668874172,351586.9668874172,7264.7708733711315
2019,67,352746.1721854305,352746.1721854305,7295.689206264707
2019,67,353905.3774834437,353905.3774834437,7376.175219719078
2019,67,351586.9668874172,351586.9668874172,7358.87061540484
2019,67,350427.76158940396,350427.76158940396,7359.7782760894315
2019,24,-16043.401324503311,-16043.401324503311,8068.1746133301685
2019,24,-20112.2119205298,-20112.2119205298,7991.807652113795
2019,24,-19057.33509933775,-19057.33509933775,8116.045591468294
2019,24,-19636.93774834437,-19636.93774834437,8121.441008823509
2019,24,-20042.659602649008,-20042.659602649008,8023.344455231457
2019,52,13611388.609271523,13611388.609271523,300.76564448545844
2019,52,13611388.609271523,13611388.609271523,301.3924579100799
2019,52,13612547.814569537,13612547.814569537,286.6708573412739
2019,52,13611388.609271523,13611388.609271523,299.21763007665015
2019,52,13611388.609271523,13611388.609271523,298.36700608051547
2019,57,979528.4768211921,979528.4768211921,744.7841796809505
2019,57,983353.8543046358,983353.8543046358,787.0797943592842
2019,57,975587.178807947,975587.178807947,779.9733972984352
2019,57,983701.6158940397,983701.6158940397,771.9817129971705
2019,57,973732.4503311259,973732.4503311259,790.0109583922655
2019,66,2394338.5430463576,2394338.5430463576,4153.73765453691
2019,66,2044838.1456953643,2044838.1456953643,3196.1770089246647
2019,66,2613892.026490066,2613892.026490066,3493.911865627394
2019,66,1837224.476821192,1837224.476821192,3596.9728737376777
2019,66,1845338.9139072848,1845338.9139072848,3231.8556701221987
2019,62,275427.178807947,275427.178807947,7802.26571710617
2019,62,274267.9735099338,274267.9735099338,8247.536300874359
2019,62,275427.178807947,275427.178807947,8169.5627189511215
2019,62,271949.5629139073,271949.5629139073,8087.704516678049
2019,62,275427.178807947,275427.178807947,8276.510047917352
2019,64,2787888.741721854,2787888.741721854,2752.560560956996
2019,64,2787888.741721854,2787888.741721854,2118.7376720567227
2019,64,2787888.741721854,2787888.741721854,2314.8308382527207
2019,64,2787888.741721854,2787888.741721854,2383.7248515348065
2019,64,2787888.741721854,2787888.741721854,2141.861369872283
