year,age,networth,networth_infadj,wgt
2016,55,1607896.3246899662,1709363.5530770873,3358.810937551426
2016,55,1607896.3246899662,1709363.5530770873,3438.709794214651
2016,55,1607291.9729425027,1708721.0633627386,3413.8104092135136
2016,55,1607772.9875986471,1709232.4327272202,3343.8751728977636
2016,40,28615.438556933485,30421.23237265967,4979.014841100807
2016,40,27382.067643742954,29110.028873988937,5013.947168066782
2016,40,28615.438556933485,30421.23237265967,4995.569179269702
2016,40,28615.438556933485,30421.23237265967,4968.4468945941235
2016,40,28615.438556933485,30421.23237265967,5072.130915860543
2016,59,72904554.67869222,77505238.806427,54.50768461831285
2016,59,73369535.51296505,77999562.52542588,52.36517516163225
2016,59,72360638.1059752,76926998.0635132,54.728480125665115
2016,59,72740516.34723788,77330848.7411038,52.467360024642076
2016,59,79362484.78015783,84370700.32546696,53.19523699971377
2016,65,1492378.8049605412,1586556.2333915865,3647.985390746264
2016,65,1420843.2919954904,1510506.430468684,3519.6916690085172
2016,65,1433177.0011273958,1523618.4654553914,3603.451830938268
2016,65,1376195.2649379931,1463040.8638168033,3576.7212771775535
2016,65,1407276.2119503946,1496083.1919833058,3504.7278158639856
2016,58,12854931.679819617,13666149.58524558,1872.7429621939657
2016,58,12856041.713641489,13667329.668394383,1996.501694608291
2016,58,12856165.050732806,13667460.788744248,1944.2051954950646
2016,58,12856041.713641489,13667329.668394383,1846.359799515553
2016,58,12856041.713641489,13667329.668394383,2041.2575039622748
2016,48,586714.543404735,623739.5043176675,4678.612650194406
2016,48,586714.543404735,623739.5043176675,4498.611000112878
2016,48,586714.543404735,623739.5043176675,4630.800729989075
2016,48,586714.543404735,623739.5043176675,4554.769489423439
2016,48,586714.543404735,623739.5043176675,4517.638201779631
2016,43,51554.90417136415,54808.30624443662,4678.241489715886
2016,43,51678.2412626832,54939.426594303695,4662.591327249785
2016,43,52664.937993235624,55988.38939324028,4666.611919702043
2016,43,51678.2412626832,54939.426594303695,4658.38960498875
2016,43,52664.937993235624,55988.38939324028,4666.784160790295
2016,58,545149.9436302142,579551.9464124638,5372.195946902584
2016,58,510738.89515219844,542969.3687995505,5368.849590617514
2016,58,516905.74971815106,549525.386292904,5426.291669248257
2016,58,545149.9436302142,579551.9464124638,5370.694444479743
2016,58,545273.2807215332,579683.0667623308,5403.404656930348
2016,41,719832.2660653889,765257.6979291997,4066.2390411973493
2016,41,716711.8376550169,761940.3530775628,3925.0734994943814
2016,41,725826.448703495,771630.1469327395,4018.6799796694822
2016,41,703514.7688838782,747910.4756417859,3988.9234032420754
2016,41,716835.174746336,762071.4734274298,3909.4037954928763
2016,31,218183.31454340473,231951.8989148526,5523.365975204676
2016,31,200916.1217587373,213595.04993346235,5576.322672098808
2016,31,204616.2344983089,217528.66042947455,5535.959834142107
2016,31,236683.8782412627,251619.9513949136,5544.069358458188
2016,31,200916.1217587373,213595.04993346235,5551.951490044207
2016,45,192886.87711386697,205059.11515711588,5305.810830727208
2016,45,193503.56257046224,205714.71690645124,5370.445705668471
2016,45,198424.71251409245,210946.41886614746,5321.804700055198
2016,45,199670.41713641488,212270.7343998049,5350.729853883578
2016,45,197203.6753100338,209648.32740246342,5375.55958008633
2016,29,14960.789177001127,15904.898438875985,3799.452818530488
2016,29,15626.809470124013,16612.94832815818,3802.0434269127777
2016,29,16638.173618940247,17688.135197068183,3805.470070204028
2016,29,17254.859075535514,18343.73694640355,3798.295850333646
2016,29,16588.838782412626,17635.68705712135,3988.509130303424
2016,44,1251254.7914317925,1330215.9494014583,3612.565696095227
2016,44,1277155.5806087938,1357751.2228735436,3486.251274400929
2016,44,1137908.0045095829,1209716.347873618,3568.1819595735237
2016,44,1300836.3021420517,1382926.3300480216,3544.282868313481
2016,44,1167385.5693348364,1241054.1114918482,3469.278245654171
2016,40,7126910.484780158,7576658.296718962,324.72512202720833
2016,40,6771946.3359639235,7199293.929801525,324.89955389696263
2016,40,7130733.934611049,7580723.02756484,336.53041040115323
2016,40,7032187.598647125,7475957.86802105,326.10433571664515
2016,40,7298595.71589628,7759177.823733928,329.7433451379544
2016,56,342531.77001127397,364147.43565083586,4842.515703324452
2016,56,342531.77001127397,364147.43565083586,4871.933633727745
2016,56,343654.13754227734,365340.6308346262,4832.005964625033
2016,56,345010.8455467869,366782.954683164,4812.968083078194
2016,56,344875.17474633595,366638.72229831025,4895.46565479597
2016,55,5092958.511837655,5414352.607061056,4105.461064426695
2016,55,5092958.511837655,5414352.607061056,4091.9393756159006
2016,55,5091725.140924465,5413041.403562386,4285.4528838307615
2016,55,5092958.511837655,5414352.607061056,4120.975515924589
2016,55,5092958.511837655,5414352.607061056,4158.415956217014
2016,42,110263.35963923337,117221.5927811635,1150.6747637559292
2016,42,110263.35963923337,117221.5927811635,1186.5860180020272
2016,42,110386.69673055243,117352.71313103057,1129.498183870101
2016,42,111620.06764374295,118663.9166297013,1176.754325544221
2016,42,110510.03382187148,117483.83348089764,1184.5699118348596
2016,69,2074159.864712514,2205050.923714571,2315.9960564701273
2016,69,2074036.527621195,2204919.803364704,2400.056558967971
2016,69,2074159.864712514,2205050.923714571,2330.2488102894254
2016,69,2074036.527621195,2204919.803364704,2324.7475141861105
2016,69,2074036.527621195,2204919.803364704,2323.213442554533
2016,30,-5796.84329199549,-6162.656443752443,5614.958542885617
2016,30,-5796.84329199549,-6162.656443752443,5592.289486173007
2016,30,-5796.84329199549,-6162.656443752443,5611.837101516038
2016,30,-5796.84329199549,-6162.656443752443,5582.721438365769
2016,30,-5796.84329199549,-6162.656443752443,5591.881280141387
2016,51,1.23337091319053,1.3112034986707326,4642.450370546136
2016,51,1.23337091319053,1.3112034986707326,4625.350346800866
2016,51,1.23337091319053,1.3112034986707326,4629.653979887728
2016,51,1234.6042841037204,1312.5147021694033,4621.343241698242
2016,51,1.23337091319053,1.3112034986707326,4629.597995071079
2016,59,567967.305524239,603809.2111378723,3737.3442379013095
2016,59,567967.305524239,603809.2111378723,3605.306641975584
2016,59,570064.036076663,606038.2570856126,3691.0690989789464
2016,59,567967.305524239,603809.2111378723,3664.342403194411
2016,59,567967.305524239,603809.2111378723,3589.274774594538
2016,32,9743.630214205186,10358.507639498788,5185.06030661558
2016,32,9743.630214205186,10358.507639498788,5182.77933440285
2016,32,9743.630214205186,10358.507639498788,5156.751631473982
2016,32,9743.630214205186,10358.507639498788,5197.722357817232
2016,32,9743.630214205186,10358.507639498788,5184.875660295298
2016,48,28490.86809470124,30288.800819293923,4904.550119631915
2016,48,28490.86809470124,30288.800819293923,4909.523575720522
2016,48,28490.86809470124,30288.800819293923,4913.073885906446
2016,48,28490.86809470124,30288.800819293923,4905.701973690857
2016,48,28367.531003382188,30157.68046942685,4920.578878456897
2016,90,438340.0225479143,466001.72342757834,5462.317134703027
2016,90,432913.190529876,460232.42803342716,5414.297826211421
2016,90,432913.190529876,460232.42803342716,5480.019710609406
2016,90,435503.2694475761,462985.9553806357,5386.811695615088
2016,90,432913.190529876,460232.42803342716,5433.062812373731
2016,67,1070935.9639233372,1138517.9978957972,3780.806495793461
2016,67,1070812.6268320181,1138386.8775459302,3646.9638519761343
2016,67,1070935.9639233372,1138517.9978957972,3733.7948445831557
2016,67,1071059.3010146562,1138649.1182456643,3706.408843290191
2016,67,1070935.9639233372,1138517.9978957972,3631.28079752707
2016,75,100559197.29425028,106905043.65362217,38.951066276085676
2016,75,120719878.24126269,128337976.04289398,37.697906647736545
2016,75,120950518.60202931,128583171.0971454,39.19490970500412
2016,75,123889641.48816234,131707769.03447774,37.602092478822115
2016,75,123894574.97181511,131713013.84847243,38.34751804502137
2016,69,67712.0631341601,71985.07207702323,3922.3919794684634
2016,69,66848.70349492673,71067.22962795371,4009.775976927735
2016,69,67465.38895152198,71722.83137728907,3994.390766599897
2016,69,96696.27959413754,102798.35429578544,4036.0630259733234
2016,69,68205.4114994363,72509.55347649152,3950.7392191743556
2016,47,6475.197294250282,6883.818368021346,4653.771950971865
2016,47,6475.197294250282,6883.818368021346,4665.443862120469
2016,47,6475.197294250282,6883.818368021346,4629.986135856745
2016,47,6598.5343855693345,7014.938717888419,4650.149449328424
2016,47,6475.197294250282,6883.818368021346,4636.014624716848
2016,35,320059.7519729425,340257.3079050551,3742.518521899966
