Year,GDP ($Y_t$): Baseline,Labor ($L_t$): Baseline,Government Expenditures ($G_t$): Baseline,Lump sum transfers ($TR_t$): Baseline,Wealth ($B_t$): Baseline,Capital Stock ($K_t$): Baseline,Domestically-owned Capital Stock ($K^d_t$): Baseline,Foreign-owned Capital Stock ($K^f_t$): Baseline,Government Debt ($D_t$): Baseline,Domestically-owned Gov Debt ($D^d_t$): Baseline,Foreign-owned Gov Debt ($D^f_t$): Baseline,Real interest rate ($r_t$): Baseline,"Real interest rate on gov debt ($r_{gov,t}$): Baseline","Real interest rate on HH portfolio ($r_{p,t}$): Baseline",Wage rate: Baseline,Total tax revenue ($REV_t$): Baseline,Business tax revenue: Baseline,GDP ($Y_t$): Reform,Labor ($L_t$): Reform,Government Expenditures ($G_t$): Reform,Lump sum transfers ($TR_t$): Reform,Wealth ($B_t$): Reform,Capital Stock ($K_t$): Reform,Domestically-owned Capital Stock ($K^d_t$): Reform,Foreign-owned Capital Stock ($K^f_t$): Reform,Government Debt ($D_t$): Reform,Domestically-owned Gov Debt ($D^d_t$): Reform,Foreign-owned Gov Debt ($D^f_t$): Reform,Real interest rate ($r_t$): Reform,"Real interest rate on gov debt ($r_{gov,t}$): Reform","Real interest rate on HH portfolio ($r_{p,t}$): Reform",Wage rate: Reform,Total tax revenue ($REV_t$): Reform,Business tax revenue: Reform
2049,0.5601049628064663,0.37142042848985274,0.027349738175152592,0.04536847392454027,1.8845611728963028,1.805341018564142,1.3529739329616994,0.45236708560244265,0.8859787332243387,0.5315872399346033,0.35439149328973535,0.040715480466909135,0.01,0.046658826217815794,0.9349662998033859,0.10642629504578457,0.00585838793549849,0.6037257522577275,0.3683042358208383,0.01452762049289509,0.04890175931094669,2.0015326532422857,1.9682001166134542,1.5360249502781995,0.43217516633525466,0.7758461716068105,0.4655077029640862,0.31033846864272424,0.03970037514382991,0.01,0.048275624494298286,1.0163081631019126,0.11700196184828815,0.006293180454270344
2050,0.5613664425420508,0.3713660778290535,0.026615902981015634,0.04547065388051677,1.8937982624748346,1.8064565254104576,1.3555353213939543,0.4509212040165034,0.8971049018014668,0.5382629410808804,0.35884196072058655,0.040862075455972945,0.01,0.0466394544846431,0.9372091737592338,0.10680698248354008,0.0058744264086934405,0.6056089427983861,0.3681787549460775,0.015406451239689783,0.0490542976306088,2.0142754545434314,1.9756922339516043,1.551826990347336,0.42386524360426836,0.7707474403268256,0.4624484641960953,0.3082989761307303,0.03963962192363936,0.01,0.04833247931799589,1.0198257358181355,0.11759772728694817,0.006311506711066691
2051,0.5625478473256494,0.37129086606329126,0.025363295505170663,0.04612889534488465,1.9027511967192055,1.807633152838858,1.358345756847365,0.44928739599149303,0.9073423997864005,0.5444054398718405,0.36293695991456,0.04099263031552983,0.01,0.04661928350684248,0.9393717725785466,0.10717467074931787,0.005889319636856538,0.6073528599683234,0.36802371519359794,0.01555894721808386,0.04980290751822873,2.0268064099826137,1.9827618976993708,1.5669767694031036,0.4157851282962671,0.7663827342991837,0.4598296405795102,0.3065530937196735,0.03957788883016709,0.01,0.04837539345338228,1.023193265508449,0.11816405395882296,0.006328350744097466
2052,0.5636884966237825,0.3712065627550369,0.024722004811696077,0.046222428821319245,1.911900349184214,1.8091247668948092,1.361841429207495,0.44728333768731415,0.9167648666278644,0.5500589199767189,0.36670594665114553,0.04110080109129968,0.01,0.04659369522292128,0.9414902349434573,0.10753450520487132,0.0059033563349301255,0.6090054219323372,0.36785370812989243,0.016219574731996436,0.04993841781613747,2.03960077544649,1.9897215904649364,1.5820041540120515,0.4077174364528849,0.7626610357240646,0.4575966214344388,0.30506441428962583,0.03950820696484503,0.01,0.04840098019832134,1.0264514243992566,0.1187078771299345,0.006344061419532199
2053,0.564753353114879,0.37109302878609435,0.02412845837921379,0.046309747422318887,1.9209748852092028,1.8107122355572516,1.3657064916362194,0.4450057439210321,0.9254473226216385,0.5552683935729834,0.3701789290486552,0.041191907518163484,0.01,0.04656470186436894,0.9435573554920795,0.10787552904006745,0.005916272400238086,0.610534092209817,0.3676510856925902,0.01679669777687945,0.050063769203636796,2.0523235559680635,1.9963686021849791,1.5966187430144285,0.39974985917055067,0.7595080215893917,0.4557048129536351,0.3038032086357566,0.039434915871359735,0.01,0.04841316297302964,1.0295950134469622,0.11921836912914698,0.006358392732530641
2054,0.5657337994749122,0.37094180447200786,0.022993398313330637,0.04695587793796802,1.929972465626417,1.8123507311999636,1.3699027117342544,0.44244801946570916,0.9334495898202705,0.5600697538921625,0.373379835928108,0.041266838045878565,0.01,0.0465319355170158,0.9455807374591503,0.10819884493009539,0.005927994137383893,0.6119339940204748,0.36740914616452064,0.01666755864347025,0.05079049539695865,2.0649441215624535,2.0026874913830617,1.610833331033356,0.39185416034970555,0.7568513175484958,0.45411079052909753,0.30274052701939824,0.0393579941969492,0.01,0.04841289435011935,1.0326352868348054,0.11969771363925547,0.006371293407278648
2055,0.5666697047481316,0.3707690666746314,0.022423077316307174,0.04703355853519382,1.9392850060016131,1.814269530393351,1.3747903103232757,0.43947922007007534,0.9408244927972287,0.5644946956783374,0.37632979711889125,0.04132056801834465,0.01,0.046492066183580066,0.9475862710156758,0.1085131878344291,0.0059388414195789075,0.6132515051741627,0.36714519825839553,0.01703976301906114,0.050899849457355165,2.077866787929456,2.008956373309598,1.6250913412703365,0.3838650320392615,0.7546257444318659,0.4527754466591196,0.3018502977727463,0.03927189093922624,0.01,0.0483974732882726,1.03560251496973,0.12015635942217343,0.006383124540525361
2056,0.5675157240436123,0.3705518968742339,0.021823377075408913,0.04710377868658143,1.9485154578704953,1.816183775710173,1.3799388845622589,0.4362448911479141,0.9476276221803936,0.5685765733082364,0.3790510488721572,0.04136009392380165,0.01,0.04644824640590263,0.9495571414318218,0.1088058909783196,0.005948473662117296,0.6144417567985075,0.36683779747782724,0.01728600831693084,0.05099864110658734,2.090639137163997,2.014894785061487,1.6389716096543798,0.3759231754071072,0.7527792125160283,0.4516675275096171,0.3011116850064112,0.039182521949815585,0.01,0.04837162439250297,1.0384819490204633,0.12058135757866278,0.006393547769430297
2057,0.5682689268883647,0.3702850070595177,0.021212546010411643,0.04716629515710154,1.9577094857369568,1.818088141338594,1.3853699264175088,0.4327182149210853,0.953899265532413,0.572339559319448,0.3815597062129649,0.041385259469177094,0.01,0.0463997530212272,0.9515026788820977,0.10907588389273247,0.005956856242761318,0.6155046152728979,0.36648263798015707,0.01743656884217927,0.05108685924090926,2.103294293600713,2.0205214742228392,1.6525396941270476,0.36798178009579174,0.7512576657894423,0.4507545994736655,0.30050306631577683,0.0390890352812542,0.01,0.048335466486174684,1.041286400733338,0.12097232423742428,0.0064025432099534775
2058,0.5689489430238442,0.3699829996919279,0.020622053277879124,0.04722273720566055,1.9668669655618658,1.8200159754051481,1.3910613699388956,0.4289546054662525,0.9596759927049497,0.5758055956229702,0.3838703970819796,0.04139757325000627,0.01,0.04634756410746217,0.9534188780493731,0.1093260355621701,0.005964223321236356,0.6164637725885573,0.3660948252429567,0.01753409701270621,0.05116647027757111,2.1158205634567078,2.0258941543556523,1.665812573813442,0.3600815805422104,0.7500133160721095,0.4500079896432658,0.3000053264288437,0.03899229742841592,0.01,0.048290808896586455,1.0440137961620208,0.12133318688394643,0.006410376645397305
2059,0.569574926974396,0.3696611405800831,0.02007238809187946,0.04727469465445643,1.9759535335811376,1.8219854382703313,1.3969567414365731,0.4250286968337581,0.9649946535742736,0.5789967921445645,0.38599786142970915,0.04139921547634992,0.01,0.04629310122118699,0.9552988884593985,0.10956010033851307,0.005970817250197531,0.617342232838503,0.36568993874179495,0.017608602285922204,0.05123938354581496,2.1281733019525424,2.0310531812408774,1.6787694230558536,0.35228375818502367,0.7490064648278145,0.4494038788966888,0.2996025859311257,0.03889382730893577,0.01,0.048239856645411965,1.0466590318206008,0.12166877209206192,0.006417321258415185
2060,0.5701544086876796,0.3693240807246974,0.019559661005809165,0.04732279249483204,1.984963866959748,1.8239970347264547,1.4030287790238085,0.4209682557026462,0.9698918132265654,0.5819350879359395,0.38795672529062586,0.04139138981362858,0.01,0.04623685391462792,0.9571435060601192,0.10977953982568257,0.005976739697354483,0.6181504515792728,0.36527303170435044,0.017663845082351567,0.051306466858188786,2.140341722625869,2.0360195230273073,1.6914192443932006,0.34460027863410686,0.7482041303877807,0.4489224782326685,0.29928165215511215,0.03879418810663031,0.01,0.048183735360268,1.0492254374935976,0.12198135590980744,0.0064234986814924785
2061,0.5706847656117628,0.3689673000146522,0.019071216189988832,0.047366813058088694,1.9939193324338762,1.8260375040044692,1.4092784370112228,0.4167590669932464,0.9744014923710886,0.5846408954226534,0.3897605969484352,0.04137436915636597,0.01,0.04617848071101249,0.9589602029375703,0.10998298068623902,0.005981967866569137,0.6188878544901162,0.36484007495688425,0.017693858859012063,0.051367672544147314,2.1523452394739118,2.0407983594589427,1.7037986569328765,0.3369997025260664,0.7475776375683918,0.4485465825410352,0.2990310550273566,0.03869305601870694,0.01,0.04812260495547831,1.0517236356023782,0.122270019126315,0.006428896130286294
2062,0.5711620862094567,0.3685861467432647,0.018599262746791127,0.04740643168975951,2.0028192179422133,1.8280833664459712,1.4156870318446497,0.4123963346013216,0.978553643495939,0.5871321860975637,0.3914214573983753,0.041348726970822286,0.01,0.04611787399606054,0.9607547351367429,0.11017035608676803,0.005986471325090791,0.6195521713981605,0.36438670973083165,0.017696310020950304,0.05142281217750454,2.1641818656829055,2.04538232122116,1.7159213297567306,0.3294609914644293,0.7471008932102913,0.4482605359261749,0.2988403572841164,0.038590408289380665,0.01,0.04805680090316502,1.0541624603450745,0.12253511864141448,0.00643348991023822
2063,0.5715880537063015,0.3681812083454195,0.01813202112419439,0.04744178807207672,2.011647051958321,1.8301203009943312,1.4222223506419702,0.407897950352361,0.9823745021939176,0.5894247013163509,0.39294980087756676,0.04131546548921716,0.01,0.04605539294032745,0.962528688954754,0.11034182525549695,0.0059902867127157,0.6201468985897307,0.36391364294073253,0.017663042637211544,0.0514721759236734,2.1758341638011838,2.04977213010103,1.7277840992147047,0.3219880308863252,0.7467501076441316,0.4480500645864791,0.2987000430576525,0.038486688426163776,0.01,0.047987096817939945,1.0565460044730322,0.12277738537550029,0.006437326757632226
2064,0.5719688245477069,0.36775821355515936,0.017654897966031688,0.04747339318109919,2.0203508547080755,1.8321325226248015,1.4288180007960625,0.4033145218287391,0.9858880898533547,0.5915328539120132,0.3943552359413416,0.041276359797962285,0.01,0.04599205261839831,0.9642776987372577,0.11049924716284135,0.005993512765881891,0.6206802326239869,0.3634266341890891,0.017581986572229175,0.051516444085078536,2.187247178708605,2.0539653406904916,1.7393445370253378,0.31462080366515377,0.7465044028054453,0.44790264168326727,0.298601761122178,0.03838313238535854,0.01,0.047914944258485394,1.0588716420119462,0.12299944433310522,0.006440520227474213
