year,age,hours_per_week,weeks_worked,weight
2023,61,0,0,438266
2023,27,40,52,431721
2023,24,40,52,497561
2023,71,40,52,292906
2023,59,36,40,324974
2023,46,0,0,0
2023,64,0,0,0
2023,38,40,52,0
2023,41,25,52,0
2023,38,47,52,0
2023,45,40,52,0
2023,49,40,52,0
2023,36,30,48,449987
2023,41,45,52,388231
2023,44,50,52,0
2023,52,65,52,0
2023,24,40,52,0
2023,30,40,26,0
2023,32,40,52,772580
2023,35,36,52,664629
2023,71,0,0,326252
2023,80,0,0,356557
2023,80,0,0,307066
2023,39,40,52,669920
2023,68,0,0,318155
2023,66,0,0,320211
2023,64,40,13,365873
2023,60,45,52,407801
2023,71,0,0,290593
2023,73,0,0,301513
2023,76,0,0,304641
2023,77,0,0,353742
2023,71,0,0,328849
2023,46,40,52,367012
2023,42,40,52,365375
2023,20,10,4,497561
2023,41,39,52,732526
2023,51,0,0,455413
2023,36,45,52,423496
2023,33,45,52,398679
2023,33,55,52,387360
2023,40,40,26,355794
2023,56,50,52,437210
2023,52,70,52,438258
2023,50,45,52,409672
2023,50,40,52,427153
2023,43,70,52,0
2023,45,60,52,0
2023,26,60,40,0
2023,38,10,26,0
2023,39,50,52,0
2023,78,0,0,353742
2023,24,45,43,599415
2023,23,40,52,581668
2023,70,0,0,301513
2023,55,50,52,340513
2023,68,0,0,410938
2023,23,40,52,486420
2023,25,45,52,419007
2023,68,0,0,410938
2023,80,0,0,280027
2023,80,0,0,277120
2023,23,45,52,445767
2023,71,0,0,393173
2023,71,0,0,326252
2023,60,15,52,455837
2023,68,8,48,412365
2023,23,40,26,604187
2023,51,35,20,440620
2023,51,40,52,404542
2023,76,0,0,353742
2023,53,45,32,455413
2023,67,0,0,376410
2023,42,40,52,368088
2023,41,40,38,362490
2023,25,45,52,428312
2023,21,0,0,493631
2023,77,0,0,307066
2023,80,0,0,356557
2023,73,5,52,292906
2023,65,0,0,391619
2023,71,0,0,338754
2023,62,0,0,516261
2023,72,17,52,393093
2023,21,0,0,1009462
2023,36,55,52,417747
2023,33,50,52,376625
2023,71,0,0,393173
2023,64,40,52,316078
2023,49,40,52,364113
2023,54,40,52,434797
2023,85,0,0,411349
2023,59,0,0,477205
2023,51,40,52,406437
2023,22,38,52,475710
2023,33,40,52,0
2023,35,40,52,0
2023,31,36,10,0
2023,40,30,52,0
2023,39,40,52,0
2023,51,45,52,435299
2023,51,0,0,487437
2023,24,40,52,569609
2023,63,40,52,333704
2023,65,0,0,314573
2023,25,40,52,0
2023,23,35,12,0
2023,53,55,52,441779
2023,52,35,42,405526
2023,35,40,52,541466
2023,44,0,0,588714
2023,50,0,0,362254
2023,71,0,0,290593
2023,70,0,0,301513
2023,71,8,48,301513
2023,79,0,0,280027
2023,85,0,0,356557
2023,80,0,0,304641
2023,69,0,0,438654
2023,68,0,0,356428
2023,23,40,9,449315
2023,65,27,52,407693
2023,65,0,0,320211
2023,65,0,0,318155
2023,56,0,0,389558
2023,51,0,0,401347
2023,62,40,50,368673
2023,51,38,52,511522
2023,51,40,52,401347
2023,55,40,52,389558
2023,23,40,52,581668
2023,20,24,26,599415
2023,67,40,17,340327
2023,66,0,0,376410
2023,34,40,52,398679
2023,36,45,52,423496
2023,85,0,0,277120
2023,85,0,0,280027
2023,41,40,52,732526
2023,43,40,52,716552
2023,85,0,0,411349
2023,85,0,0,349415
2023,53,0,0,409672
2023,65,0,0,410938
2023,64,40,52,368785
2023,44,40,40,488875
2023,40,30,52,468369
2023,46,50,52,0
2023,42,15,52,0
2023,53,50,52,0
2023,50,40,52,0
2023,57,0,0,389558
2023,62,40,52,407801
2023,65,0,0,409108
2023,76,0,0,277120
2023,70,0,0,290593
2023,69,0,0,320211
2023,52,0,0,362254
2023,74,0,0,326252
2023,69,0,0,435190
2023,57,40,52,355263
2023,58,50,6,429311
2023,80,0,0,279325
2023,40,20,52,367525
2023,38,0,0,0
2023,56,0,0,423093
2023,52,0,0,437140
2023,46,48,52,432777
2023,41,32,52,464670
2023,79,0,0,408100
2023,79,0,0,346656
2023,50,0,0,406437
2023,78,0,0,379157
2023,66,40,32,356428
2023,38,0,0,771989
2023,63,40,52,316078
2023,52,40,52,455413
2023,35,40,52,389685
2023,33,40,52,387360
2023,59,0,0,437210
2023,33,0,0,398679
2023,33,40,52,376625
2023,72,0,0,334872
2023,30,40,52,398679
2023,29,45,52,431721
2023,69,40,52,340327
2023,62,0,0,390935
2023,28,40,52,802535
2023,75,0,0,379157
2023,74,0,0,393093
2023,70,0,0,332227
2023,42,36,52,667610
2023,53,0,0,406437
2023,27,40,52,431721
2023,64,0,0,0
2023,26,36,52,0
2023,23,25,48,0
2023,40,40,16,0
2023,47,50,52,0
2023,48,40,52,0
2023,37,0,0,0
2023,41,60,52,0
2023,35,40,52,0
2023,47,60,52,0
2023,37,40,52,0
2023,42,40,52,0
2023,39,40,52,0
2023,39,40,52,0
2023,67,0,0,0
2023,80,20,35,356557
2023,74,0,0,328849
2023,85,0,0,356557
2023,79,0,0,307066
2023,33,40,52,510365
2023,85,0,0,379157
2023,30,40,52,824845
2023,48,40,52,434614
2023,46,40,52,507744
2023,48,50,52,367012
2023,43,40,52,365375
2023,24,35,32,497561
2023,21,25,52,475710
2023,27,50,52,425229
2023,79,40,50,282256
2023,76,45,52,279325
2023,54,40,52,455413
2023,45,40,52,434614
2023,61,40,52,374071
2023,53,40,52,365137
2023,57,0,0,477205
2023,63,40,52,391619
2023,26,0,0,453709
2023,47,45,52,434614
2023,85,0,0,356557
2023,46,40,44,364113
2023,21,45,52,531842
2023,41,40,52,362490
2023,43,40,52,368088
2023,27,10,52,0
2023,25,40,52,0
2023,32,40,52,0
2023,34,40,52,0
2023,32,40,52,0
2023,34,12,12,0
2023,30,40,52,575338
2023,27,40,52,549130
2023,52,0,0,353328
2023,53,0,0,353328
2023,62,25,25,342179
2023,60,40,52,346175
2023,57,52,52,345303
2023,80,0,0,426306
2023,26,45,50,841435
2023,25,0,0,911767
2023,41,40,52,763293
2023,41,40,52,780308
2023,74,0,0,360851
2023,74,0,0,353898
2023,47,15,52,451422
2023,46,0,0,387864
2023,56,40,52,375448
2023,29,40,52,479488
2023,26,40,52,452647
2023,66,40,52,492306
2023,67,0,0,490603
2023,57,40,52,453703
2023,58,40,52,375448
2023,51,0,0,413020
2023,57,45,52,457315
2023,34,40,52,614155
2023,42,35,52,767747
2023,51,40,52,482967
2023,58,48,52,468780
2023,53,40,52,400151
2023,37,40,52,601214
2023,77,0,0,431287
2023,78,0,0,366352
2023,36,40,52,1188268
2023,37,36,49,447557
2023,41,40,52,386135
2023,39,40,52,0
2023,41,40,52,0
2023,72,0,0,0
2023,26,0,0,0
2023,46,65,52,0
2023,45,60,52,0
2023,64,40,52,0
2023,35,40,52,0
2023,27,35,33,0
2023,28,40,26,0
2023,58,40,52,0
2023,80,0,0,0
2023,41,24,52,0
2023,41,8,52,0
2023,72,0,0,358063
2023,23,30,52,599415
2023,23,40,52,581668
2023,60,0,0,441755
2023,67,0,0,318155
2023,25,40,52,582856
2023,24,40,52,586299
2023,73,0,0,396302
2023,75,0,0,307066
2023,48,40,52,511786
2023,55,40,52,358091
2023,71,0,0,396302
2023,74,0,0,393173
2023,74,24,52,326252
2023,76,0,0,408100
2023,73,0,0,332227
2023,42,40,52,368088
2023,66,0,0,356428
2023,71,0,0,396302
2023,41,65,52,716552
2023,49,40,52,434614
2023,69,0,0,407693
2023,22,40,52,599415
2023,42,40,52,365375
2023,44,30,52,932249
2023,31,40,52,818331
2023,33,40,52,748750
2023,73,0,0,292906
2023,69,0,0,322760
2023,34,45,52,0
2023,34,0,0,0
2023,47,60,52,0
2023,32,45,52,0
2023,35,40,52,0
2023,27,40,30,0
2023,29,40,52,0
2023,48,40,52,432777
2023,44,32,40,464670
2023,67,25,52,412365
2023,65,0,0,410938
2023,80,0,0,349415
2023,80,0,0,411349
2023,85,0,0,351464
2023,85,0,0,376163
2023,25,45,52,578253
2023,26,45,52,578253
2023,25,45,52,578253
2023,80,0,0,379157
2023,80,0,0,354262
2023,45,40,52,436222
2023,40,16,52,468369
2023,66,40,52,320687
2023,64,12,48,316761
2023,39,20,52,363306
2023,37,0,0,361179
2023,37,60,48,499611
2023,47,0,0,413921
2023,44,36,52,355794
2023,79,0,0,356557
2023,70,0,0,328849
2023,52,65,52,459038
2023,49,30,51,438073
2023,57,0,0,355263
2023,50,50,52,455413
2023,80,0,0,304641
2023,85,0,0,353742
2023,61,0,0,322035
2023,61,50,36,323222
2023,34,40,52,394296
2023,29,40,26,377285
2023,67,0,0,409108
2023,33,20,32,387360
2023,71,0,0,332227
2023,68,0,0,376410
2023,38,40,52,393884
2023,36,65,52,389685
2023,41,45,52,365375
2023,38,50,52,423496
2023,34,40,52,407729
2023,64,0,0,316078
2023,64,0,0,479085
2023,76,22,6,411349
2023,25,35,52,578253
2023,47,45,52,432777
2023,50,40,40,362254
2023,34,0,0,387360
2023,38,0,0,361179
2023,37,40,52,363306
2023,42,0,0,0
2023,44,45,52,0
2023,39,41,46,0
2023,35,40,51,0
2023,44,40,37,0
2023,45,40,47,0
2023,80,0,0,0
2023,52,38,52,0
2023,49,0,0,0
2023,50,40,52,0
2023,28,0,0,0
2023,22,40,52,0
2023,23,40,52,0
2023,62,40,52,0
2023,31,0,0,0
2023,32,40,52,0
2023,48,40,52,436222
2023,85,0,0,411349
2023,48,40,52,337259
2023,47,40,52,328333
2023,80,0,0,279325
2023,42,45,52,358626
2023,33,40,52,390444
2023,44,40,42,355794
2023,46,40,52,328333
2023,61,0,0,452237
2023,80,0,0,304641
2023,23,0,0,1017498
2023,24,40,52,810972
2023,72,0,0,360913
2023,72,0,0,393093
2023,29,0,0,582856
2023,67,25,52,340327
2023,58,40,52,477205
2023,72,0,0,358063
2023,63,40,52,396966
2023,47,0,0,337259
2023,46,99,52,328333
2023,39,70,52,0
2023,39,40,52,0
2023,42,40,52,0
2023,41,40,52,0
2023,72,0,0,0
2023,74,0,0,0
2023,40,0,0,0
2023,40,52,52,0
2023,30,52,52,0
2023,32,28,44,0
2023,30,40,52,436683
2023,31,0,0,414868
2023,67,40,26,364495
2023,66,0,0,466094
2023,73,0,0,443580
2023,38,0,0,711826
2023,67,5,52,403140
2023,43,60,52,388231
2023,44,40,52,394227
2023,70,0,0,378407
2023,80,0,0,292865
2023,78,0,0,295937
2023,65,0,0,336231
2023,74,0,0,318644
2023,59,0,0,447132
2023,60,45,52,463167
2023,25,40,52,611107
2023,24,20,52,614717
2023,54,40,20,382836
2023,68,0,0,341099
2023,72,0,0,309548
2023,66,0,0,435794
2023,65,0,0,434287
2023,66,40,52,434287
2023,64,50,52,389738
2023,33,40,52,434325
2023,33,10,52,412628
2023,53,40,52,354217
2023,56,40,52,362725
2023,35,40,52,416263
2023,36,50,52,491067
2023,40,35,52,516652
2023,30,40,52,0
2023,26,40,52,0
2023,48,40,52,0
2023,53,50,52,0
2023,45,40,52,400411
2023,78,0,0,497690
2023,76,0,0,527026
2023,55,0,0,471909
2023,60,0,0,386960
2023,56,30,25,477205
2023,24,35,10,1009462
2023,23,30,40,804568
2023,57,40,52,392659
2023,56,32,52,426461
2023,85,0,0,307066
2023,63,0,0,482898
2023,79,0,0,307066
2023,69,0,0,356428
2023,22,25,40,586299
2023,23,40,52,586299
2023,23,45,35,604187
2023,78,0,0,408100
2023,80,0,0,346656
2023,25,0,0,453709
2023,72,40,49,290593
2023,46,40,52,328333
2023,80,0,0,408100
2023,80,0,0,346656
2023,45,0,0,427153
2023,40,50,52,371018
2023,42,50,26,488875
2023,32,0,0,510365
2023,78,0,0,379157
2023,65,0,0,391619
2023,37,40,50,420151
2023,63,0,0,391619
2023,85,0,0,277120
2023,69,0,0,318155
2023,59,0,0,322408
2023,79,0,0,282256
2023,73,0,0,303913
2023,62,0,0,324598
2023,68,45,52,320687
2023,31,35,26,390444
2023,76,0,0,351464
2023,73,0,0,389988
2023,44,50,39,464670
2023,68,0,0,376410
2023,69,40,25,340327
2023,30,40,52,373651
2023,31,40,52,410975
2023,36,40,52,397019
2023,70,0,0,0
2023,47,65,52,0
2023,24,40,52,0
2023,35,45,32,0
2023,37,40,52,0
2023,40,40,52,0
2023,43,50,45,0
2023,46,45,52,0
2023,45,60,30,0
2023,77,0,0,0
2023,37,40,52,0
2023,36,28,15,0
2023,72,5,10,346661
2023,43,55,52,784544
2023,44,70,52,767437
2023,27,40,26,458728
2023,35,40,52,479656
2023,30,40,52,412029
2023,79,10,20,375870
2023,79,0,0,323698
2023,79,0,0,433629
2023,79,0,0,368341
2023,27,40,52,482091
2023,68,0,0,462413
2023,69,0,0,375733
2023,51,40,52,552630
2023,44,40,52,385165
2023,29,80,52,0
2023,28,30,46,0
2023,44,50,52,0
2023,33,40,42,0
2023,38,40,52,0
2023,43,35,52,0
2023,44,40,52,0
2023,47,40,52,454800
2023,73,0,0,383490
2023,57,40,52,380491
2023,61,50,52,552922
2023,76,0,0,376423
2023,68,0,0,436644
2023,52,60,52,630102
2023,24,35,52,1251534
2023,64,0,0,382422
2023,71,0,0,414384
2023,33,40,26,575338
2023,33,40,52,433234
2023,31,40,52,411591
2023,53,45,52,487753
2023,66,32,40,436644
2023,45,40,52,459849
2023,48,40,52,439813
2023,35,40,52,489834
2023,36,40,52,530864
2023,39,60,52,706205
2023,64,0,0,335850
2023,66,0,0,375733
2023,51,48,51,707015
2023,46,0,0,453873
2023,23,48,52,756679
2023,41,9,12,388231
2023,42,65,52,394227
2023,21,25,52,528686
2023,75,0,0,326275
2023,66,60,52,378724
2023,65,45,52,513106
2023,74,0,0,294455
2023,71,10,20,308771
2023,22,14,30,973444
2023,54,40,52,551003
2023,51,0,0,411983
2023,40,50,52,381060
2023,39,40,52,421854
2023,66,0,0,403140
2023,35,40,52,443879
2023,53,40,26,468182
2023,56,40,52,361814
2023,52,70,52,353328
2023,52,60,52,387978
2023,51,20,52,356141
2023,22,15,48,463106
2023,29,48,52,458728
2023,28,40,52,485928
2023,70,0,0,414384
2023,76,40,52,373450
2023,72,20,52,380461
2023,71,8,52,414384
2023,39,40,52,813896
2023,48,40,52,671678
2023,20,35,12,867038
2023,63,40,52,516395
2023,70,0,0,383490
2023,68,40,52,436644
2023,29,36,52,553501
2023,34,45,52,579918
2023,61,40,52,548555
2023,56,40,52,377486
2023,27,40,24,916717
2023,57,40,52,395226
2023,55,30,52,844435
2023,21,0,0,608927
2023,64,0,0,335850
2023,46,42,52,361209
2023,37,50,52,421854
2023,58,40,52,429832
2023,58,40,52,519423
2023,23,40,24,973444
2023,62,60,52,452588
2023,47,32,52,1364444
2023,74,40,52,493401
2023,74,0,0,308771
2023,80,0,0,382025
2023,27,40,52,518214
2023,28,30,52,548942
2023,72,0,0,401961
2023,71,0,0,409858
2023,69,0,0,416454
2023,67,0,0,386298
2023,51,40,52,387978
2023,52,32,52,356141
2023,54,40,52,526060
2023,43,60,52,586818
2023,39,40,52,517377
2023,77,40,5,378862
2023,73,0,0,349420
2023,51,18,49,465673
2023,50,40,52,435299
2023,38,40,52,443879
2023,35,40,36,449987
2023,57,40,52,321226
2023,52,0,0,356141
2023,52,40,52,0
2023,46,40,24,0
2023,36,40,52,0
2023,39,55,52,0
2023,45,50,52,0
2023,39,40,52,0
2023,43,10,48,0
2023,64,40,48,0
2023,34,50,52,0
2023,43,50,52,0
2023,29,40,52,0
2023,29,40,52,0
2023,36,45,52,0
2023,35,40,52,0
2023,85,0,0,0
2023,68,0,0,0
2023,44,50,52,0
2023,38,40,52,468121
2023,36,32,52,473164
2023,22,40,52,592989
2023,60,48,52,0
2023,60,40,52,484351
2023,60,40,52,552922
2023,32,0,0,431014
2023,32,50,52,427855
2023,68,0,0,575141
2023,57,40,52,457315
2023,55,0,0,378436
2023,25,0,0,919025
2023,20,18,30,1075309
2023,59,52,52,413023
2023,26,40,52,1001324
2023,28,0,0,1065003
2023,65,40,52,438160
2023,45,36,52,443314
2023,55,40,52,417222
2023,65,0,0,433196
2023,48,0,0,459849
2023,44,26,32,515355
2023,39,40,52,414061
2023,35,36,52,418523
2023,47,0,0,439813
2023,28,0,0,549130
2023,65,46,52,438160
2023,53,40,52,429848
2023,41,40,52,784544
2023,41,45,33,767437
2023,46,40,52,461801
2023,72,0,0,414384
2023,36,40,52,446434
2023,32,15,52,420273
2023,68,0,0,378724
2023,85,0,0,371273
2023,75,0,0,371273
2023,47,40,52,459849
2023,43,45,52,387431
2023,44,55,52,378050
2023,23,25,52,1478349
2023,71,0,0,419749
2023,71,0,0,322924
2023,70,0,0,729753
2023,65,0,0,575141
2023,37,40,52,535090
2023,27,40,25,553501
2023,39,50,52,535090
2023,39,40,52,493733
2023,47,40,52,468118
2023,73,0,0,359945
2023,59,48,52,460890
2023,64,0,0,416117
2023,64,0,0,453508
2023,56,40,52,417222
2023,56,40,52,453138
2023,77,0,0,323698
2023,75,0,0,378862
2023,55,40,52,380491
2023,50,50,50,405526
2023,27,0,0,539034
2023,25,40,52,506956
2023,48,0,0,411297
2023,48,40,30,439813
2023,57,0,0,345303
2023,59,60,52,364694
2023,37,40,52,893307
2023,49,50,52,822870
2023,44,0,0,0
2023,56,0,0,0
2023,46,40,52,0
2023,42,40,52,0
2023,30,40,52,0
2023,31,0,0,0
2023,33,40,52,0
2023,48,37,44,0
2023,51,37,38,0
2023,72,0,0,0
2023,80,0,0,332898
2023,31,0,0,465328
2023,50,40,52,574773
2023,80,0,0,378862
2023,80,0,0,326275
2023,68,0,0,387999
2023,66,0,0,390507
2023,57,22,52,573257
2023,63,40,52,470444
2023,68,0,0,421434
2023,69,0,0,518656
2023,74,27,27,468580
2023,65,0,0,421434
2023,37,40,52,893366
2023,31,48,52,461653
2023,76,16,3,421587
2023,51,40,52,547079
2023,49,0,0,522093
2023,24,32,52,1212647
2023,75,0,0,332898
2023,72,35,30,349083
2023,51,40,52,522313
2023,61,50,52,449364
2023,21,12,52,592989
2023,76,0,0,451877
2023,70,24,52,391920
2023,44,0,0,432013
2023,42,40,52,438685
2023,69,45,52,382193
2023,70,0,0,362201
2023,29,40,52,1090203
2023,34,40,52,912894
2023,26,40,52,499370
2023,59,55,52,384243
2023,35,40,52,600173
2023,32,40,52,608249
2023,56,50,52,409052
2023,57,5,52,387302
2023,23,40,46,535490
2023,20,0,0,535490
2023,85,0,0,330269
2023,80,0,0,333734
2023,51,40,45,482130
2023,52,40,52,525127
2023,47,45,52,405142
2023,47,32,52,394419
2023,74,40,52,403725
2023,65,50,52,405600
2023,74,0,0,399098
2023,74,0,0,406939
2023,63,40,20,476867
2023,50,40,52,484389
2023,65,40,52,448602
2023,36,40,52,935516
2023,40,40,52,952403
2023,40,0,0,558199
2023,38,45,52,600173
2023,70,0,0,399098
2023,70,0,0,406939
2023,41,40,52,435452
2023,25,46,52,505498
2023,32,40,52,899458
2023,51,40,52,0
2023,49,40,52,0
2023,47,40,49,0
2023,74,40,49,0
2023,50,40,52,0
2023,46,40,52,0
2023,20,20,48,0
2023,28,40,52,0
2023,26,40,43,0
2023,74,0,0,0
2023,76,40,52,0
2023,27,0,0,0
2023,28,40,52,0
2023,65,45,52,0
2023,64,0,0,0
2023,24,0,0,0
2023,22,40,52,0
2023,27,24,30,0
2023,45,30,30,0
2023,43,40,52,0
2023,45,40,52,0
2023,43,50,52,0
2023,33,40,52,0
2023,34,40,52,0
2023,45,40,52,0
2023,44,40,52,0
2023,71,0,0,464785
2023,63,0,0,371336
2023,75,0,0,333734
2023,50,40,52,482130
2023,52,40,52,525127
2023,68,0,0,487573
2023,55,50,52,464273
2023,55,40,52,504239
2023,64,40,52,376699
2023,60,0,0,615276
2023,24,36,52,588306
2023,34,40,52,445315
2023,66,50,52,491454
2023,65,40,52,489753
2023,58,45,52,511650
2023,56,60,52,384243
2023,51,40,52,431731
2023,45,38,52,509078
2023,48,55,32,437402
2023,50,40,52,0
2023,52,40,52,0
2023,30,40,52,0
2023,49,40,52,992647
2023,66,0,0,469492
2023,21,40,40,860862
2023,40,40,49,894066
2023,70,0,0,426737
2023,68,0,0,485886
2023,39,40,52,464424
2023,40,40,52,434554
2023,75,0,0,330269
2023,75,0,0,333734
2023,72,0,0,388825
2023,41,50,48,427408
2023,24,45,52,720065
2023,23,40,52,698746
2023,63,40,52,466729
2023,67,0,0,448602
2023,26,40,52,495426
2023,59,40,13,405821
2023,33,40,52,485929
2023,63,40,52,350048
2023,60,40,52,383799
2023,57,36,52,680823
2023,49,0,0,1026196
2023,75,0,0,718833
2023,85,0,0,424943
2023,36,40,52,798405
2023,74,0,0,391920
2023,72,35,8,451995
2023,78,30,26,597940
2023,72,0,0,346326
2023,68,8,52,381626
2023,44,55,52,424033
2023,38,30,52,464424
2023,56,40,52,516948
2023,52,40,52,518188
2023,20,0,0,562470
2023,85,0,0,486371
2023,66,0,0,485886
2023,59,45,52,464273
2023,56,40,52,511650
2023,56,40,52,423400
2023,32,45,41,475143
2023,30,45,52,448859
2023,72,0,0,426737
2023,67,0,0,485886
2023,53,55,52,529759
2023,53,40,52,462092
2023,59,35,23,423400
2023,37,40,26,464424
2023,37,5,52,469428
2023,34,40,52,899458
2023,35,45,52,798405
2023,36,40,52,600173
2023,34,0,0,650453
2023,29,40,52,620823
2023,54,25,52,533976
2023,23,40,52,966511
2023,44,35,52,879968
2023,53,0,0,520980
2023,53,0,0,478323
2023,21,0,0,714379
2023,39,40,50,840599
2023,35,0,0,473164
2023,34,40,52,489797
2023,52,0,0,396303
2023,24,24,52,531261
2023,51,40,52,712367
2023,54,55,52,431731
2023,44,20,43,434554
2023,45,40,52,401943
2023,20,16,44,455677
2023,25,40,52,1169177
2023,24,40,52,592989
2023,33,40,52,781053
2023,26,45,52,514522
2023,28,45,52,514522
2023,40,60,52,582638
2023,51,40,52,482130
2023,29,60,16,694643
2023,71,0,0,359341
2023,70,0,0,346326
2023,53,40,52,488244
2023,47,40,52,454839
2023,38,50,52,600173
2023,62,0,0,620173
2023,51,50,52,465770
2023,31,40,52,489797
2023,33,30,40,465328
2023,32,25,52,465328
2023,68,55,9,384663
2023,55,0,0,387302
2023,54,40,44,435168
2023,23,16,44,535490
2023,80,0,0,332898
2023,59,55,32,409052
2023,57,0,0,409052
2023,58,55,52,423400
2023,61,60,52,383799
2023,32,40,52,471390
2023,38,15,52,497868
2023,42,45,52,442177
2023,50,40,34,482130
2023,67,0,0,522785
2023,60,20,52,543263
2023,51,0,0,0
2023,33,30,40,0
2023,64,0,0,0
2023,62,46,52,0
2023,54,40,52,0
2023,70,30,52,0
2023,63,0,0,0
2023,43,0,0,0
2023,20,15,12,0
2023,23,40,52,0
2023,23,40,52,0
2023,72,0,0,0
2023,60,32,1,0
2023,40,60,52,0
2023,72,0,0,0
2023,67,38,46,0
2023,61,0,0,489883
2023,59,40,52,423400
2023,58,40,52,511650
2023,29,40,52,948902
2023,76,0,0,363069
2023,66,0,0,405600
2023,64,0,0,508668
2023,57,0,0,568730
2023,61,0,0,445816
2023,62,0,0,543263
2023,77,0,0,424943
2023,74,12,52,346326
2023,72,0,0,359341
2023,80,0,0,451877
2023,80,0,0,422207
2023,38,60,52,553786
2023,80,0,0,333734
2023,80,0,0,330269
2023,72,0,0,346326
2023,66,0,0,381626
2023,63,40,52,350048
2023,62,32,52,383799
2023,51,17,52,482130
2023,58,55,52,467968
2023,44,50,52,442177
2023,45,50,52,435452
2023,33,40,52,475143
2023,32,0,0,448859
2023,76,0,0,418873
2023,76,0,0,365959
2023,52,40,52,525127
2023,52,45,52,482130
2023,44,40,52,427408
2023,59,40,52,409052
2023,43,25,34,438013
2023,49,52,52,405142
2023,76,0,0,0
2023,35,40,52,0
2023,44,25,52,0
2023,46,55,52,0
2023,57,10,52,0
2023,53,40,52,0
2023,33,40,52,0
2023,32,50,52,0
2023,43,40,52,0
2023,48,0,0,0
2023,57,40,52,0
2023,57,40,52,0
2023,85,0,0,337955
2023,33,40,51,472397
2023,80,0,0,336390
2023,80,0,0,332898
2023,63,0,0,374292
2023,80,0,0,365959
2023,33,40,52,475143
2023,42,24,52,442177
2023,65,0,0,382193
2023,72,0,0,403725
2023,36,40,52,994047
2023,45,40,52,515780
2023,51,45,52,706742
2023,52,60,52,396303
2023,64,18,16,350048
2023,27,45,45,495426
2023,77,25,40,421587
2023,75,0,0,363069
2023,21,40,52,1203070
2023,22,35,52,958878
2023,56,50,52,521063
2023,65,27,52,512717
2023,85,0,0,365959
2023,73,0,0,399098
2023,65,0,0,452173
2023,78,0,0,629507
2023,48,40,52,992647
2023,69,0,0,405600
2023,44,0,0,876238
2023,41,40,52,1203602
2023,70,0,0,713156
2023,72,0,0,562061
2023,53,40,52,787632
2023,49,0,0,515780
2023,70,0,0,403725
2023,62,40,52,469622
2023,59,40,52,521063
2023,25,0,0,592989
2023,42,48,52,0
2023,42,46,52,613565
2023,58,40,10,409052
2023,57,40,52,387302
2023,30,30,52,608249
2023,29,58,52,650453
2023,71,16,36,362201
2023,80,0,0,451877
2023,80,0,0,422207
2023,53,43,52,465770
2023,62,25,52,489883
2023,41,45,52,427408
2023,85,0,0,469492
2023,63,0,0,570970
2023,57,40,52,423400
2023,68,35,52,448602
2023,62,0,0,989684
2023,80,32,52,562061
2023,65,0,0,421434
2023,44,40,52,853982
2023,33,47,52,892355
2023,56,0,0,405821
2023,80,0,0,330269
2023,47,0,0,401943
2023,50,12,24,396303
2023,24,40,52,510459
2023,27,40,52,510459
2023,25,0,0,540727
2023,52,42,52,525127
2023,47,40,52,497234
2023,80,0,0,451877
2023,25,25,52,1348289
2023,60,26,25,467968
2023,45,35,46,405142
2023,42,0,0,438013
2023,20,40,3,535490
2023,24,40,26,449646
2023,32,40,52,489797
2023,69,40,52,718833
2023,39,40,52,808099
2023,61,40,52,489883
2023,61,40,52,526480
2023,59,0,0,467968
2023,54,40,52,482130
2023,76,0,0,365959
2023,74,0,0,406939
2023,70,0,0,406939
2023,69,0,0,408828
2023,80,0,0,524880
2023,78,0,0,783006
2023,85,0,0,363069
2023,30,50,52,645316
2023,52,55,52,431731
2023,80,0,0,788506
2023,37,40,52,874223
2023,80,0,0,451877
2023,60,38,39,489883
2023,20,0,0,698746
2023,78,0,0,400997
2023,76,0,0,431901
2023,53,40,40,488244
2023,46,30,48,454839
2023,40,40,52,687653
2023,34,40,52,1219296
2023,74,0,0,388825
2023,75,0,0,421587
2023,54,40,52,431731
2023,50,0,0,396303
2023,30,15,26,461653
2023,28,0,0,526775
2023,26,0,0,526775
2023,51,0,0,617520
2023,71,0,0,346326
2023,47,25,26,437402
2023,31,45,52,465328
2023,34,40,52,489797
2023,40,55,52,860780
2023,42,40,52,879968
2023,37,35,39,468121
2023,31,26,12,465328
2023,57,0,0,387302
2023,64,0,0,680823
2023,59,40,52,989684
2023,28,45,52,994670
2023,68,12,1,405600
2023,67,0,0,448602
2023,71,36,4,395946
2023,71,8,52,403725
2023,68,2,6,529058
2023,43,0,0,1213183
2023,36,35,52,851075
2023,32,25,52,689652
2023,41,45,52,819095
2023,37,0,0,608112
2023,23,32,52,1179949
2023,54,50,52,525127
2023,25,40,52,956456
2023,76,0,0,365959
2023,63,30,52,570970
2023,35,25,52,994047
2023,61,40,52,737279
2023,63,15,22,914673
2023,35,40,52,802439
2023,34,40,52,792900
2023,47,40,52,401943
2023,50,40,52,396303
2023,37,38,52,994130
2023,43,38,52,876238
2023,44,40,52,853982
2023,42,40,52,427408
2023,45,37,52,405142
2023,65,40,52,518656
2023,65,40,52,421434
2023,28,40,52,540727
2023,32,40,52,445315
2023,61,40,52,449364
2023,52,0,0,522313
2023,30,40,52,448859
2023,23,0,0,566947
2023,31,40,5,1140782
2023,58,40,52,573257
2023,85,0,0,418873
2023,64,0,0,473101
2023,38,0,0,549413
2023,38,0,0,595433
