year,age,hours_per_week,weeks_worked,weight
2022,74,0,0,156647
2022,44,0,0,178607
2022,85,0,0,163402
2022,59,50,52,179096
2022,61,20,52,218533
2022,35,0,0,168144
2022,80,0,0,145279
2022,70,10,52,169973
2022,60,18,30,152135
2022,43,45,52,204081
2022,41,40,52,185832
2022,58,40,52,181255
2022,61,40,52,167788
2022,39,40,52,234301
2022,43,52,52,152695
2022,20,25,52,199935
2022,67,20,52,151179
2022,57,40,24,181255
2022,38,40,52,0
2022,37,8,52,0
2022,31,0,0,0
2022,35,40,52,0
2022,30,40,52,0
2022,45,40,52,251588
2022,20,20,50,194453
2022,20,0,0,194453
2022,66,6,52,153569
2022,56,32,52,200161
2022,80,0,0,157960
2022,76,0,0,163402
2022,63,0,0,177198
2022,60,40,52,181255
2022,35,0,0,217897
2022,60,40,52,217928
2022,63,50,52,164523
2022,68,0,0,150761
2022,76,0,0,162950
2022,48,0,0,181548
2022,85,0,0,162950
2022,85,0,0,255526
2022,85,0,0,140683
2022,45,30,52,172452
2022,61,0,0,167323
2022,58,0,0,180753
2022,57,0,0,218537
2022,71,4,22,156647
2022,74,40,45,167616
2022,34,40,22,200863
2022,53,0,0,220606
2022,58,0,0,179096
2022,46,0,0,182052
2022,85,0,0,141074
2022,33,40,14,223907
2022,25,26,18,203646
2022,33,10,25,228677
2022,57,35,52,184434
2022,35,40,52,217897
2022,75,0,0,141074
2022,79,0,0,159470
2022,72,0,0,170445
2022,61,45,52,167323
2022,61,0,0,171413
2022,38,0,0,234301
2022,34,0,0,190230
2022,48,0,0,200812
2022,55,50,52,184340
2022,20,10,52,306379
2022,80,0,0,144877
2022,51,35,42,191001
2022,37,40,52,234952
2022,44,55,52,185317
2022,53,40,52,266024
2022,63,50,52,192157
2022,64,40,52,212221
2022,31,0,0,200863
2022,41,40,49,204081
2022,44,0,0,0
2022,43,20,24,0
2022,61,25,35,242209
2022,58,25,52,217234
2022,26,8,32,203094
2022,73,0,0,154546
2022,72,0,0,183817
2022,65,0,0,153578
2022,67,0,0,195494
2022,41,0,0,220137
2022,26,40,40,259358
2022,22,0,0,200502
2022,80,0,0,159037
2022,80,0,0,140691
2022,79,0,0,200568
2022,29,40,16,253817
2022,27,0,0,207985
2022,39,55,52,191174
2022,38,0,0,180785
2022,71,0,0,221016
2022,70,0,0,205440
2022,37,40,52,181287
2022,40,40,52,207648
2022,77,0,0,141082
2022,64,36,52,211645
2022,49,35,52,238485
2022,50,45,52,187219
2022,76,0,0,157969
2022,73,0,0,156656
2022,80,0,0,201125
2022,85,0,0,201829
2022,53,0,0,182437
2022,80,0,0,176108
2022,25,40,52,207409
2022,26,40,52,258639
2022,51,40,52,220618
2022,52,60,52,187219
2022,72,0,0,156656
2022,74,0,0,167626
2022,48,40,52,188953
2022,79,0,0,141082
2022,75,0,0,141082
2022,25,35,28,268784
2022,26,40,36,223837
2022,57,40,52,253617
2022,66,40,52,195494
2022,57,0,0,168302
2022,76,0,0,145287
2022,42,40,52,183893
2022,41,40,52,236087
2022,44,40,46,0
2022,44,40,46,0
2022,50,40,52,0
2022,51,40,52,0
2022,21,40,52,0
2022,35,40,52,0
2022,46,0,0,0
2022,53,45,52,0
2022,25,40,52,0
2022,74,0,0,0
2022,37,40,52,0
2022,45,40,52,0
2022,41,40,52,154255
2022,41,40,52,169403
2022,74,0,0,128634
2022,85,0,0,117102
2022,85,0,0,132372
2022,65,23,49,135392
2022,65,47,40,125491
2022,54,30,52,158546
2022,58,40,52,166611
2022,85,0,0,132372
2022,52,50,52,235287
2022,51,40,52,203064
2022,22,16,32,239929
2022,49,40,52,135611
2022,75,0,0,132372
2022,68,0,0,127828
2022,36,40,52,150473
2022,51,50,52,155398
2022,61,40,38,196108
2022,52,50,52,234636
2022,80,0,0,132006
2022,63,32,52,180897
2022,63,40,52,136567
2022,72,0,0,128278
2022,71,0,0,152573
2022,59,40,52,153095
2022,66,12,30,135392
2022,66,0,0,125491
2022,76,0,0,146175
2022,77,0,0,120593
2022,54,32,52,151009
2022,61,40,52,138891
2022,37,20,13,139572
2022,39,50,52,197830
2022,74,0,0,170995
2022,54,40,52,203064
2022,31,0,0,185860
2022,42,40,52,154255
2022,44,40,52,169403
2022,22,50,52,178163
2022,20,24,52,161859
2022,57,0,0,209927
2022,56,40,52,180311
2022,63,80,16,137183
2022,31,0,0,174815
2022,25,40,52,222481
2022,25,50,52,185276
2022,41,40,21,126749
2022,38,40,52,194488
2022,55,40,52,150456
2022,60,0,0,139277
2022,29,15,52,185791
2022,26,20,52,223099
2022,52,50,52,235287
2022,54,20,52,203064
2022,85,0,0,135261
2022,50,0,0,152749
2022,50,0,0,152749
2022,74,0,0,129669
2022,76,0,0,130756
2022,53,20,52,203064
2022,58,50,52,210510
2022,21,0,0,178163
2022,68,50,10,125143
2022,56,45,10,150039
2022,62,0,0,138891
2022,65,60,52,124393
2022,46,50,52,160900
2022,43,40,52,127101
2022,58,40,52,166611
2022,56,45,52,140084
2022,25,40,4,172634
2022,35,40,52,0
2022,35,40,52,0
2022,56,0,0,0
2022,56,0,0,0
2022,22,70,52,0
2022,20,15,52,0
2022,42,45,52,0
2022,47,55,52,156402
2022,43,50,52,147847
2022,70,0,0,141090
2022,85,0,0,116778
2022,85,0,0,146175
2022,70,10,52,130029
2022,69,40,52,125491
2022,73,0,0,141482
2022,70,0,0,141020
2022,73,0,0,152573
2022,43,0,0,195416
2022,58,45,52,181403
2022,80,0,0,167524
2022,43,40,52,154255
2022,70,8,26,141482
2022,85,0,0,117102
2022,68,0,0,127828
2022,65,40,28,143218
2022,28,40,52,171725
2022,58,0,0,150456
2022,62,60,52,139277
2022,67,0,0,172941
2022,63,0,0,136567
2022,24,0,0,168339
2022,44,0,0,152214
2022,49,40,52,197402
2022,45,0,0,166690
2022,50,0,0,135611
2022,56,40,6,166149
2022,52,10,51,151009
2022,43,35,52,169403
2022,41,55,52,154255
2022,45,35,52,196304
2022,64,20,52,124393
2022,42,40,52,147847
2022,32,36,52,189294
2022,70,0,0,141482
2022,66,4,52,127828
2022,61,40,52,201599
2022,29,35,52,171725
2022,58,40,52,140084
2022,58,40,52,166611
2022,57,40,16,148664
2022,30,32,52,158344
2022,30,40,52,210675
2022,63,15,52,160571
2022,58,0,0,148252
2022,45,40,52,156402
2022,20,20,52,254126
2022,70,40,52,139134
2022,69,10,52,135392
2022,40,40,52,152637
2022,35,40,50,197830
2022,29,40,40,219613
2022,28,40,12,172605
2022,32,50,52,0
2022,41,0,0,0
2022,39,50,52,0
2022,36,35,52,0
2022,39,0,0,0
2022,42,50,52,0
2022,52,56,36,0
2022,23,40,52,0
2022,38,60,52,0
2022,35,40,52,0
2022,75,0,0,135261
2022,63,0,0,245410
2022,72,0,0,183960
2022,85,0,0,146175
2022,85,0,0,120593
2022,79,40,52,166940
2022,80,0,0,167524
2022,39,40,40,198566
2022,36,40,52,340162
2022,34,45,52,174815
2022,31,15,52,189294
2022,37,45,52,180371
2022,37,0,0,188931
2022,29,30,52,111702
2022,30,40,50,219004
2022,29,40,50,154243
2022,85,0,0,132372
2022,76,0,0,117102
2022,46,0,0,160900
2022,55,40,52,140084
2022,55,0,0,166611
2022,21,0,0,166422
2022,67,0,0,162716
2022,66,0,0,127828
2022,26,40,52,171249
2022,37,60,52,139572
2022,37,40,52,197830
2022,49,40,52,156402
2022,50,50,52,152749
2022,58,40,52,148252
2022,64,0,0,160571
2022,43,0,0,147847
2022,33,40,52,189294
2022,33,40,51,166270
2022,34,30,52,165850
2022,80,0,0,116778
2022,67,0,0,127474
2022,72,0,0,141482
2022,62,0,0,126635
2022,80,0,0,120593
2022,77,0,0,146175
2022,85,0,0,117102
2022,61,40,52,160495
2022,78,0,0,167524
2022,80,15,52,166940
2022,74,0,0,183960
2022,73,0,0,170995
2022,80,0,0,135261
2022,66,0,0,162716
2022,63,20,36,137183
2022,62,60,52,239988
2022,37,32,52,139572
2022,29,75,52,169042
2022,61,60,52,201599
2022,61,0,0,196652
2022,42,40,52,196304
2022,43,40,52,147847
2022,70,50,52,152573
2022,52,40,52,158107
2022,52,40,52,158107
2022,33,60,26,139365
2022,46,55,52,167153
2022,59,40,52,166611
2022,45,0,0,127101
2022,39,40,52,150473
2022,41,40,52,164351
2022,59,47,52,148664
2022,85,0,0,132006
2022,85,0,0,116778
2022,49,40,52,208838
2022,75,0,0,167060
2022,54,40,52,158107
2022,52,40,40,182366
2022,76,0,0,116778
2022,78,0,0,132006
2022,63,20,12,124739
2022,37,0,0,189455
2022,41,40,52,152637
2022,37,50,52,197830
2022,55,40,52,153174
2022,54,50,52,151428
2022,78,0,0,146175
2022,64,40,52,176160
2022,66,40,52,177304
2022,42,40,52,147847
2022,37,40,52,188931
2022,43,40,52,127101
2022,45,40,52,160900
2022,34,45,51,201777
2022,29,80,52,172127
2022,45,40,52,195245
2022,65,30,22,175672
2022,42,40,52,152637
2022,50,0,0,155398
2022,65,10,1,135392
2022,69,30,48,143616
2022,65,20,46,173421
2022,72,0,0,141020
2022,72,0,0,141482
2022,35,48,52,159121
2022,41,40,52,154255
2022,50,34,39,183120
2022,54,0,0,155398
2022,24,34,13,168806
2022,48,40,52,156837
2022,49,40,52,151118
2022,64,47,52,146681
2022,52,40,52,151009
2022,22,33,52,186701
2022,42,40,52,154255
2022,20,35,20,161859
2022,62,50,52,139277
2022,52,8,26,151428
2022,51,40,52,203064
2022,51,50,52,235287
2022,58,25,40,150456
2022,65,40,52,172941
2022,52,56,52,151428
2022,54,0,0,158546
2022,65,40,52,162716
2022,58,40,52,180900
2022,64,0,0,136567
2022,80,0,0,145770
2022,59,40,52,180311
2022,61,40,46,201041
2022,74,0,0,183960
2022,74,0,0,170995
2022,24,20,52,178163
2022,46,50,52,167153
2022,42,40,22,152637
2022,20,40,18,168806
2022,55,5,40,180812
2022,53,40,52,151009
2022,51,45,52,152749
2022,25,40,52,172156
2022,26,40,30,214678
2022,37,0,0,158680
2022,35,40,12,150057
2022,29,36,52,172634
2022,34,40,52,158344
2022,44,80,52,182721
2022,40,40,52,126749
2022,28,0,0,214678
2022,20,0,0,165961
2022,42,35,52,153828
2022,40,40,52,168934
2022,47,0,0,169961
2022,35,26,42,189455
2022,36,40,52,180872
2022,34,40,44,138000
2022,26,40,52,172605
2022,24,20,17,177670
2022,27,20,26,168574
2022,56,70,52,180812
2022,58,40,52,210510
2022,30,30,52,166732
2022,25,40,52,0
2022,24,0,0,0
2022,41,40,52,0
2022,41,40,52,0
2022,69,0,0,0
2022,69,35,52,0
2022,46,40,52,0
2022,46,40,52,0
2022,36,37,52,0
2022,37,40,52,0
2022,35,50,52,0
2022,35,0,0,0
2022,56,40,52,0
2022,43,50,52,0
2022,50,40,44,0
2022,50,40,52,0
2022,47,45,52,0
2022,52,40,52,0
2022,42,0,0,0
2022,29,40,52,0
2022,26,40,52,0
2022,58,0,0,0
2022,27,0,0,0
2022,50,4,52,0
2022,59,40,52,0
2022,20,0,0,0
2022,49,40,52,0
2022,49,70,52,0
2022,48,40,52,0
2022,48,0,0,0
2022,48,40,52,0
2022,57,40,52,0
2022,64,24,36,0
2022,57,40,52,0
2022,64,0,0,0
2022,65,40,52,0
2022,64,0,0,0
2022,37,38,52,0
2022,38,50,52,0
2022,85,0,0,132006
2022,85,0,0,116778
2022,69,0,0,173421
2022,21,35,12,189570
2022,76,0,0,120593
2022,72,0,0,152997
2022,69,0,0,183450
2022,69,0,0,183153
2022,62,0,0,201041
2022,60,50,52,196108
2022,72,0,0,141090
2022,71,0,0,140630
2022,42,40,52,152637
2022,47,45,52,167153
2022,85,0,0,116778
2022,85,0,0,132006
2022,62,40,52,0
2022,27,0,0,0
2022,67,35,52,0
2022,26,30,16,0
2022,48,40,52,166690
2022,75,0,0,131119
2022,60,0,0,144329
2022,34,50,52,189455
2022,35,40,52,180872
2022,60,40,52,139277
2022,65,40,13,143616
2022,63,40,13,161017
2022,65,0,0,177304
2022,72,0,0,170995
2022,68,12,30,173421
2022,69,10,30,128634
2022,56,40,52,181403
2022,58,0,0,148664
2022,20,40,52,189570
2022,64,40,52,158999
2022,61,25,24,126284
2022,52,40,52,202501
2022,75,0,0,204923
2022,59,45,52,181403
2022,42,40,52,127101
2022,60,50,52,139277
2022,69,0,0,135392
2022,71,0,0,152573
2022,52,30,49,158107
2022,20,40,52,186701
2022,20,0,0,226564
2022,63,40,52,146681
2022,56,0,0,150039
2022,58,25,52,182034
2022,58,54,52,148706
2022,31,54,52,141333
2022,24,35,52,172115
2022,34,20,52,143117
2022,36,30,52,196843
2022,65,40,52,127828
2022,34,40,52,210675
2022,25,40,40,172634
2022,34,40,52,195028
2022,35,40,52,137537
2022,60,44,52,201599
2022,59,21,37,180812
2022,72,0,0,130029
2022,67,40,52,125491
2022,44,40,52,148258
2022,66,4,32,127828
2022,63,0,0,137183
2022,36,40,52,159121
2022,37,40,52,150473
2022,33,50,52,166732
2022,35,40,52,159121
2022,66,0,0,173421
2022,68,0,0,143616
2022,37,40,52,197830
2022,33,0,0,139365
2022,35,40,52,194488
2022,35,30,40,157906
2022,80,0,0,145770
2022,48,40,52,197402
2022,31,50,52,210092
2022,27,55,52,172156
2022,37,40,52,197830
2022,34,15,49,139365
2022,70,0,0,141020
2022,69,0,0,162716
2022,51,17,52,151428
2022,71,45,13,183808
2022,58,40,52,148252
2022,57,70,52,180900
2022,27,40,52,219004
2022,71,35,52,152573
2022,41,30,52,152637
2022,31,30,52,202338
2022,51,0,0,151428
2022,48,0,0,151118
2022,61,0,0,201599
2022,58,50,52,180812
2022,37,37,52,159121
2022,38,47,52,180371
2022,66,38,52,127474
2022,34,0,0,157906
2022,59,50,52,140084
2022,53,20,22,151428
2022,48,40,52,151118
2022,29,50,52,215274
2022,47,40,40,209418
2022,36,36,46,139572
2022,34,40,52,202338
2022,30,38,52,139365
2022,29,55,52,185276
2022,32,40,52,189294
2022,52,40,52,158107
2022,49,0,0,178721
2022,34,0,0,185345
2022,30,0,0,166270
2022,58,36,50,180311
2022,55,0,0,209927
2022,27,0,0,171249
2022,35,56,26,150473
2022,38,55,52,159121
2022,36,40,52,197830
2022,63,40,52,161017
2022,33,40,52,175301
2022,29,30,52,223099
2022,57,40,52,153095
2022,33,40,52,0
2022,29,20,52,0
2022,39,32,52,0
2022,37,40,52,0
2022,35,40,48,0
2022,42,40,52,0
2022,39,40,52,0
2022,38,40,44,0
2022,21,0,0,0
2022,27,0,0,0
2022,30,40,52,0
2022,44,60,52,0
2022,49,0,0,0
2022,22,0,0,0
2022,53,40,52,0
2022,53,50,52,0
2022,20,35,13,0
2022,46,40,52,0
2022,46,40,52,0
2022,54,50,26,0
2022,52,40,52,0
2022,22,40,30,0
2022,29,46,52,0
2022,27,0,0,0
2022,32,5,30,0
2022,31,40,50,0
2022,47,60,52,0
2022,44,35,52,0
2022,24,25,4,0
2022,24,40,52,0
2022,34,35,14,0
2022,40,0,0,0
2022,38,40,52,0
2022,41,32,52,0
2022,40,0,0,0
2022,36,25,52,0
2022,45,40,52,0
2022,54,44,52,0
2022,85,0,0,81730
2022,68,0,0,96799
2022,64,40,52,88928
2022,65,40,24,94276
2022,76,0,0,79163
2022,73,0,0,84498
2022,80,0,0,88293
2022,69,0,0,85958
2022,45,40,52,102996
2022,60,40,40,98514
2022,85,0,0,81577
2022,80,0,0,86114
2022,85,0,0,105221
2022,63,40,52,118036
2022,63,40,40,79195
2022,62,0,0,103646
2022,63,40,52,78090
2022,34,40,52,120156
2022,74,0,0,97472
2022,77,0,0,81068
2022,69,10,52,85958
2022,67,0,0,100704
2022,75,0,0,80788
2022,56,0,0,101845
2022,56,38,52,95118
2022,62,60,52,94744
2022,59,50,52,100186
2022,85,0,0,105221
2022,85,0,0,86114
2022,68,0,0,99651
2022,67,40,26,88354
2022,33,40,52,110795
2022,34,0,0,105012
2022,85,0,0,81730
2022,85,0,0,88293
2022,63,50,52,111768
2022,72,0,0,111653
2022,66,0,0,85958
2022,40,40,52,157457
2022,43,40,52,114459
2022,67,0,0,85958
2022,80,0,0,105221
2022,46,40,52,109933
2022,36,52,52,104662
2022,80,0,0,80940
2022,65,0,0,99651
2022,34,28,52,0
2022,34,36,52,0
2022,44,50,52,0
2022,44,40,52,0
2022,36,32,52,0
2022,39,0,0,0
2022,34,40,52,0
2022,33,0,0,0
2022,39,35,50,124143
2022,41,40,52,110502
2022,85,0,0,80730
2022,71,0,0,90123
2022,53,3,13,115192
2022,64,0,0,78090
2022,51,40,52,102010
2022,73,0,0,84498
2022,21,0,0,152038
2022,85,0,0,88293
2022,40,0,0,90547
2022,37,45,52,115336
2022,85,0,0,79163
2022,80,0,0,80730
2022,68,3,11,99651
2022,31,40,52,142924
2022,22,0,0,126347
2022,23,40,52,152038
2022,29,0,0,129190
2022,63,0,0,89897
2022,42,40,52,0
2022,69,0,0,100704
2022,69,0,0,82554
2022,61,0,0,98699
2022,55,40,52,95297
2022,23,40,52,115180
2022,40,36,52,114545
2022,46,24,24,115410
2022,37,40,52,114316
2022,48,40,52,102334
2022,63,0,0,78090
2022,63,0,0,92845
2022,30,45,42,129433
2022,27,40,50,117646
2022,28,37,50,123893
2022,72,5,48,97289
2022,78,0,0,80940
2022,80,0,0,80916
2022,80,0,0,80788
2022,62,40,52,87365
2022,62,40,52,98107
2022,24,20,52,144827
2022,60,25,6,95118
2022,56,20,9,100374
2022,25,20,52,176463
2022,85,0,0,80882
2022,78,0,0,79311
2022,31,40,52,127055
2022,30,50,52,142924
2022,60,45,50,111768
2022,30,40,52,110795
2022,58,35,52,95522
2022,41,10,52,114508
2022,42,40,52,110295
2022,65,16,26,88188
2022,64,60,36,79343
2022,37,40,52,120841
2022,23,15,12,141802
2022,41,50,52,93703
2022,35,40,52,105012
2022,58,40,52,97773
2022,58,39,52,100374
2022,64,40,20,97462
2022,64,25,52,92671
2022,43,40,52,114459
2022,85,0,0,80882
2022,85,0,0,80882
2022,62,0,0,115570
2022,76,72,52,105505
2022,44,0,0,109111
2022,30,48,40,127799
2022,30,40,52,120156
2022,60,30,17,90586
2022,56,40,52,122856
2022,80,0,0,86114
2022,45,50,52,103190
2022,41,50,52,118235
2022,26,40,48,111018
2022,24,40,52,124064
2022,56,40,32,95118
2022,36,24,52,115120
2022,57,60,52,123087
2022,57,0,0,115788
2022,39,35,52,114531
2022,41,40,52,109316
2022,49,30,52,99573
2022,49,40,52,122919
2022,49,40,46,121497
2022,46,0,0,99760
2022,85,0,0,81730
2022,53,25,26,109380
2022,60,60,52,98107
2022,70,0,0,91578
2022,39,75,40,114531
2022,36,0,0,114531
2022,33,40,52,105411
2022,57,40,52,122856
2022,59,40,52,95522
2022,40,40,44,0
2022,39,50,52,0
2022,54,5,10,0
2022,48,70,52,0
2022,32,40,52,0
2022,32,40,52,0
2022,45,50,52,0
2022,35,20,52,0
2022,40,0,0,0
2022,46,40,52,0
2022,45,45,52,0
2022,56,40,52,0
2022,73,15,50,0
2022,74,0,0,0
2022,30,50,52,0
2022,27,50,52,0
2022,70,0,0,84600
2022,69,46,52,99464
2022,42,45,52,118013
2022,47,55,52,102334
2022,75,0,0,88128
2022,76,0,0,81577
2022,66,0,0,96618
2022,65,0,0,86642
2022,75,0,0,81577
2022,69,0,0,96618
2022,58,2,8,100186
2022,73,0,0,86647
2022,66,0,0,88188
2022,80,0,0,88128
2022,70,0,0,84441
2022,71,0,0,84498
2022,80,0,0,81730
2022,59,0,0,95297
2022,67,0,0,99464
2022,59,0,0,96643
2022,37,40,52,117398
2022,59,0,0,95118
2022,55,40,52,102868
2022,74,40,52,86484
2022,79,15,52,80788
2022,39,35,52,104466
2022,35,40,52,158662
2022,56,40,52,100186
2022,25,40,52,111018
2022,52,42,52,114976
2022,49,40,52,102996
2022,58,40,52,97589
2022,58,50,45,113046
2022,23,30,50,102812
2022,21,20,52,102812
2022,20,0,0,151768
2022,69,0,0,94276
2022,70,0,0,84498
2022,54,40,32,0
2022,33,40,52,126817
2022,25,40,52,155530
2022,69,0,0,94276
2022,49,60,49,99760
2022,49,0,0,121497
2022,55,38,52,96643
2022,76,0,0,105419
2022,73,0,0,82709
2022,30,58,34,105411
2022,53,40,52,123150
2022,57,0,0,95702
2022,31,38,52,111004
2022,45,40,52,118013
2022,45,60,52,102334
2022,72,1,52,84441
2022,72,0,0,84498
2022,63,0,0,94642
2022,61,38,52,103451
2022,71,25,32,89894
2022,73,0,0,86647
2022,70,10,52,97472
2022,67,15,16,86805
2022,66,0,0,96799
2022,62,45,52,111768
2022,85,0,0,86114
2022,59,0,0,95522
2022,32,40,38,127559
2022,32,45,52,119930
2022,66,0,0,88188
2022,63,0,0,97462
2022,29,55,52,129829
2022,30,10,52,142924
2022,35,50,52,158960
2022,51,40,52,101324
2022,52,38,52,101324
2022,58,46,52,97773
2022,70,0,0,111863
2022,68,6,3,86120
2022,60,0,0,87529
2022,64,40,52,97645
2022,80,0,0,86114
2022,37,0,0,105012
2022,34,0,0,110795
2022,66,0,0,99464
2022,73,0,0,97289
2022,57,38,52,97773
2022,60,48,52,100373
2022,22,0,0,152324
2022,60,35,36,94922
2022,58,0,0,100374
2022,80,0,0,79163
2022,80,0,0,80730
2022,80,0,0,79163
2022,80,0,0,80730
2022,69,40,52,96618
2022,69,0,0,86642
2022,62,43,52,94744
2022,44,20,52,109311
2022,43,50,52,118013
2022,80,0,0,81577
2022,80,0,0,88128
2022,42,40,52,109517
2022,69,15,35,100704
2022,58,40,43,96643
2022,55,50,52,101845
2022,35,45,52,124411
2022,37,4,12,120633
2022,39,38,52,117398
2022,35,30,52,123910
2022,71,0,0,89894
2022,71,0,0,89954
2022,85,0,0,80940
2022,39,40,24,105012
2022,39,50,52,114316
2022,41,36,38,114244
2022,50,4,30,102010
2022,37,40,52,115336
2022,43,40,52,90547
2022,62,40,52,94744
2022,66,40,52,95778
2022,72,30,52,111863
2022,73,0,0,82709
2022,46,35,52,121497
2022,45,30,52,99760
2022,34,45,52,127055
2022,34,50,52,142924
2022,29,40,26,111018
2022,26,40,52,129569
2022,54,50,52,122919
2022,57,35,52,95522
2022,65,40,52,94453
2022,56,52,52,100374
2022,28,40,52,129433
2022,85,0,0,79311
2022,85,0,0,80882
2022,68,0,0,85958
2022,74,0,0,111653
2022,74,0,0,89954
2022,51,40,52,114976
2022,72,9,3,89954
2022,68,0,0,86642
2022,51,8,52,106824
2022,68,40,52,100893
2022,66,25,52,86120
2022,29,60,26,83995
2022,22,40,17,152324
2022,49,50,52,102996
2022,27,55,42,98308
2022,26,40,52,129326
2022,64,50,52,97645
2022,60,50,52,87529
2022,44,40,52,157457
2022,42,40,52,114459
2022,31,40,52,110795
2022,23,40,52,141249
2022,52,40,47,122919
2022,33,50,52,127055
2022,29,0,0,155822
2022,41,35,13,0
2022,35,40,52,0
2022,45,40,52,0
2022,47,40,52,0
2022,20,33,50,0
2022,41,40,52,0
2022,40,0,0,0
2022,41,14,52,0
2022,42,40,52,0
2022,36,20,20,0
2022,41,40,52,0
2022,56,2,2,0
2022,41,40,52,0
2022,39,40,10,0
2022,32,50,52,0
2022,51,40,2,0
2022,37,38,52,0
2022,34,8,24,0
2022,80,0,0,0
2022,79,0,0,0
2022,85,0,0,0
2022,42,7,26,0
2022,42,50,52,0
2022,38,50,51,0
2022,35,0,0,0
2022,46,40,52,0
2022,46,32,52,0
2022,37,30,52,0
2022,33,31,26,0
2022,40,45,48,0
2022,61,40,52,98291
2022,67,40,52,88354
2022,61,40,52,87365
2022,62,45,52,98107
2022,66,14,13,88188
2022,62,24,52,98514
2022,60,0,0,103451
2022,57,40,38,100374
2022,59,43,49,97773
2022,64,0,0,90066
2022,66,10,52,95958
2022,55,0,0,95118
2022,57,60,52,102868
2022,72,0,0,111863
2022,63,0,0,79343
2022,66,35,52,95958
2022,62,0,0,100373
2022,57,40,52,96825
2022,59,45,52,98291
2022,23,40,52,145099
2022,68,0,0,85958
2022,42,40,52,93703
2022,85,70,52,80916
2022,39,38,52,123910
2022,36,45,52,115336
2022,31,40,52,120156
2022,64,40,52,118258
2022,66,40,52,86120
2022,23,0,0,141514
2022,23,0,0,141514
2022,85,0,0,80882
2022,80,20,52,105221
2022,70,20,52,82554
2022,85,0,0,86114
2022,66,0,0,86805
2022,59,0,0,95297
2022,76,4,5,80788
2022,38,28,46,117398
2022,43,30,50,114508
2022,46,40,52,98354
2022,70,25,5,111653
2022,65,0,0,85958
2022,46,0,0,121270
2022,65,40,50,86642
2022,63,0,0,92671
2022,35,45,52,102676
2022,34,0,0,127559
2022,67,40,52,94453
2022,35,45,52,115120
2022,26,60,52,110809
2022,49,53,52,102527
2022,48,40,52,103190
2022,67,0,0,94453
2022,53,44,52,90814
2022,78,0,0,88128
2022,23,45,52,114964
2022,33,0,0,122284
2022,42,40,52,109316
2022,41,40,52,93879
2022,64,45,52,79343
2022,66,0,0,100893
2022,52,40,52,0
2022,51,0,0,0
2022,58,40,52,0
2022,48,45,52,0
2022,40,45,52,0
2022,80,0,0,80730
2022,71,0,0,111653
2022,60,50,52,90586
2022,57,0,0,97773
