Year,GDP ($Y_t$): Baseline,Labor ($L_t$): Baseline,Government Expenditures ($G_t$): Baseline,Lump sum transfers ($TR_t$): Baseline,Wealth ($B_t$): Baseline,Capital Stock ($K_t$): Baseline,Domestically-owned Capital Stock ($K^d_t$): Baseline,Foreign-owned Capital Stock ($K^f_t$): Baseline,Government Debt ($D_t$): Baseline,Domestically-owned Gov Debt ($D^d_t$): Baseline,Foreign-owned Gov Debt ($D^f_t$): Baseline,Real interest rate ($r_t$): Baseline,"Real interest rate on gov debt ($r_{gov,t}$): Baseline","Real interest rate on HH portfolio ($r_{p,t}$): Baseline",Wage rate: Baseline,Total tax revenue ($REV_t$): Baseline,Business tax revenue: Baseline,GDP ($Y_t$): Reform,Labor ($L_t$): Reform,Government Expenditures ($G_t$): Reform,Lump sum transfers ($TR_t$): Reform,Wealth ($B_t$): Reform,Capital Stock ($K_t$): Reform,Domestically-owned Capital Stock ($K^d_t$): Reform,Foreign-owned Capital Stock ($K^f_t$): Reform,Government Debt ($D_t$): Reform,Domestically-owned Gov Debt ($D^d_t$): Reform,Foreign-owned Gov Debt ($D^f_t$): Reform,Real interest rate ($r_t$): Reform,"Real interest rate on gov debt ($r_{gov,t}$): Reform","Real interest rate on HH portfolio ($r_{p,t}$): Reform",Wage rate: Reform,Total tax revenue ($REV_t$): Reform,Business tax revenue: Reform
2045,0.5544992168362121,0.371477238488144,0.03294829600112395,0.043250912431257914,1.8500559767655667,1.8048589490053275,1.3516644698292835,0.45319447917604405,0.8306525115604717,0.49839150693628315,0.33226100462418856,0.039840941611262184,0.01,0.046666494880490676,0.9254672979030263,0.10482797744004628,0.005782802806277343,0.5393735310063013,0.38808002762515814,0.030692554798637854,0.042071088365813664,1.2579462751503752,1.6226242036492267,0.8862736277018897,0.736350575947337,0.6194544124141426,0.37167264744848555,0.24778176496565701,0.047125977743049614,0.01,0.05542702415285654,0.8617087345580998,0.09703226769665224,0.0057532629354250485
2046,0.5560161883537864,0.3715106200692751,0.03125190615579367,0.04392525171115377,1.8582173840271439,1.8043418497731873,1.3504273588150506,0.45391449095813685,0.8463167086868221,0.5077900252120933,0.33852668347472875,0.04010962743003241,0.01,0.046678189491375324,0.9279157521688823,0.10524665502057673,0.005803881100535353,0.5408042584777177,0.3883969449607639,0.030177250726405577,0.04272348766921996,1.2590712828466832,1.6233086137169601,0.8857160410431557,0.7375925726738045,0.6222587363392126,0.3733552418035276,0.248903494535685,0.04734040658032611,0.01,0.0555719200922566,0.863289474789603,0.09738119593464722,0.0057720130431730835
2047,0.5574438949317957,0.3715034852543367,0.02964800675508457,0.04459548387922595,1.8667144843842367,1.8042580205184977,1.350303069835919,0.45395495068257863,0.8606856909138626,0.5164114145483176,0.3442742763655449,0.040342683699427485,0.01,0.04667974661624476,0.9303162554135265,0.10565013809575209,0.005823330749086874,0.5421106163038648,0.3886406445268002,0.029638067874662923,0.04336879897816519,1.2609630723057133,1.6241858159400966,0.8859890986301312,0.7381967173099653,0.6249566227926368,0.37497397367558205,0.24998264911705467,0.04752103809672101,0.01,0.0556892893315163,0.8648321630597458,0.09771215564034805,0.0057888900637043175
2048,0.5588130305201915,0.37147317804824187,0.028729708742190614,0.044705014663918574,1.8756622900906008,1.804684471345039,1.3513401962100084,0.4533442751350304,0.8738701564676536,0.5243220938805924,0.34954806258706134,0.04054103531422146,0.01,0.046671261693464486,0.9326772738039263,0.10604519540990975,0.005841493926180002,0.5433297521662536,0.38883817565884565,0.02966470281794306,0.04346632920993779,1.2635941071539858,1.6253269395189696,0.8870706373630408,0.7382563021559286,0.6275391163182417,0.37652346979094503,0.25101564652729663,0.04767024211397261,0.01,0.05578216390178935,0.8663367092908398,0.09803222867605,0.005804329394009825
2049,0.5601049628064663,0.37142042848985274,0.027349738175152592,0.04536847392454027,1.8845611728963028,1.805341018564142,1.3529739329616994,0.45236708560244265,0.8859787332243387,0.5315872399346033,0.35439149328973535,0.040715480466909135,0.01,0.046658826217815794,0.9349662998033859,0.10642629504578457,0.00585838793549849,0.5444417310242774,0.38898950877473976,0.02915165309204147,0.04409972828783312,1.2664465051481648,1.626472419537902,0.8884417072280035,0.7380307123098984,0.6300079965336021,0.3780047979201613,0.2520031986134408,0.04779991834736427,0.01,0.05585943843221485,0.867771999548429,0.09833519899838182,0.005818310789481304
2050,0.5613664425420508,0.3713660778290535,0.026615902981015634,0.04547065388051677,1.8937982624748346,1.8064565254104576,1.3555353213939543,0.4509212040165034,0.8971049018014668,0.5382629410808804,0.35884196072058655,0.040862075455972945,0.01,0.0466394544846431,0.9372091737592338,0.10680698248354008,0.0058744264086934405,0.5455051763872752,0.3891249793768696,0.029182791053737306,0.04418586702225434,1.2698701583859107,1.6278899636856023,0.8904533268802055,0.7374366368053968,0.6323613858428418,0.37941683150570515,0.2529445543371367,0.047904582281138725,0.01,0.05591830998327355,0.8691642749897163,0.098635524107686,0.0058313715091135015
2051,0.5625478473256494,0.37129086606329126,0.025363295505170663,0.04612889534488465,1.9027511967192055,1.807633152838858,1.358345756847365,0.44928739599149303,0.9073423997864005,0.5444054398718405,0.36293695991456,0.04099263031552983,0.01,0.04661928350684248,0.9393717725785466,0.10717467074931787,0.005889319636856538,0.5464686879373241,0.3892231138731294,0.028634951580799345,0.044810379346294185,1.2732451324172136,1.6292022878522545,0.8924814570079689,0.7367208308442856,0.6346061256820744,0.3807636754092447,0.2538424502728297,0.04799758704026132,0.01,0.055967897530939316,0.8704799020463525,0.09891979416741305,0.005843177910607903
2052,0.5636884966237825,0.3712065627550369,0.024722004811696077,0.046222428821319245,1.911900349184214,1.8091247668948092,1.361841429207495,0.44728333768731415,0.9167648666278644,0.5500589199767189,0.36670594665114553,0.04110080109129968,0.01,0.04659369522292128,0.9414902349434573,0.10753450520487132,0.0059033563349301255,0.5473852048752935,0.38930561911372225,0.028616305273622543,0.04488553352924063,1.2770308225975826,1.6307056950375676,0.8949867568251815,0.7357189382123861,0.6367401096206685,0.3820440657724012,0.25469604384826733,0.048070724444721505,0.01,0.056003130025763265,0.8717550216668951,0.0991971427904362,0.0058541625735109674
2053,0.564753353114879,0.37109302878609435,0.02412845837921379,0.046309747422318887,1.9209748852092028,1.8107122355572516,1.3657064916362194,0.4450057439210321,0.9254473226216385,0.5552683935729834,0.3701789290486552,0.041191907518163484,0.01,0.04656470186436894,0.9435573554920795,0.10787552904006745,0.005916272400238086,0.5482123298199731,0.389347565777104,0.028584582832403546,0.04495335785097947,1.2808876246474692,1.6321526823263932,0.897625755330987,0.7345269269954063,0.6387697821941369,0.38326186931648226,0.2555079128776547,0.04813124206256848,0.01,0.056028550867678245,0.8729781967167562,0.0994543206825193,0.0058639888931615956
2054,0.5657337994749122,0.37094180447200786,0.022993398313330637,0.04695587793796802,1.929972465626417,1.8123507311999636,1.3699027117342544,0.44244801946570916,0.9334495898202705,0.5600697538921625,0.373379835928108,0.041266838045878565,0.01,0.0465319355170158,0.9455807374591503,0.10819884493009539,0.005927994137383893,0.5489403380493546,0.3893390047612027,0.027973239394975646,0.045561994416470575,1.284788186139072,1.633499666403818,0.9003717622901066,0.7331279041137112,0.6406940397482755,0.3844164238489654,0.25627761589931014,0.04818005146573457,0.01,0.05604467974632611,0.874156677637465,0.0996924583497298,0.005872566951371495
2055,0.5666697047481316,0.3707690666746314,0.022423077316307174,0.04703355853519382,1.9392850060016131,1.814269530393351,1.3747903103232757,0.43947922007007534,0.9408244927972287,0.5644946956783374,0.37632979711889125,0.04132056801834465,0.01,0.046492066183580066,0.9475862710156758,0.1085131878344291,0.0059388414195789075,0.5496226555256498,0.3893057939314433,0.027861788802082683,0.045618626955361355,1.2891283686268924,1.6350236289370836,0.9036215619810329,0.7314020669560508,0.6425113444097657,0.38550680664585946,0.2570045377639062,0.048210168224416435,0.01,0.05604740768696642,0.8753178680277385,0.0999230549702749,0.005880354555632537
2056,0.5675157240436123,0.3705518968742339,0.021823377075408913,0.04710377868658143,1.9485154578704953,1.816183775710173,1.3799388845622589,0.4362448911479141,0.9476276221803936,0.5685765733082364,0.3790510488721572,0.04136009392380165,0.01,0.04644824640590263,0.9495571414318218,0.1088058909783196,0.005948473662117296,0.5502104072034124,0.3892224714248606,0.027679641408896713,0.04566741062361189,1.293479163975393,1.6364308108773469,0.9069424082301676,0.7294884026471792,0.6442279262420425,0.38653675574522556,0.25769117049681695,0.04823045337306006,0.01,0.05604234856227903,0.8764414662345593,0.10013218007767388,0.005886971810293975
2057,0.5682689268883647,0.3702850070595177,0.021212546010411643,0.04716629515710154,1.9577094857369568,1.818088141338594,1.3853699264175088,0.4327182149210853,0.953899265532413,0.572339559319448,0.3815597062129649,0.041385259469177094,0.01,0.0463997530212272,0.9515026788820977,0.10907588389273247,0.005956856242761318,0.5507037445927262,0.3890847144235776,0.027452789446774963,0.04570835794443226,1.2978939790162076,1.6377354393388952,0.9103890318524173,0.727346407486478,0.6458415786063173,0.3875049471637904,0.2583366314425269,0.04824011827742291,0.01,0.05602894704210871,0.8775378734419907,0.10032052405729586,0.005892407056925073
2058,0.5689489430238442,0.3699829996919279,0.020622053277879124,0.04722273720566055,1.9668669655618658,1.8200159754051481,1.3910613699388956,0.4289546054662525,0.9596759927049497,0.5758055956229702,0.3838703970819796,0.04139757325000627,0.01,0.04634756410746217,0.9534188780493731,0.1093260355621701,0.005964223321236356,0.5511224545631596,0.38890679660798555,0.02721606865658726,0.04574311149059482,1.3023792569064607,1.6389844278841301,0.9139684962907182,0.725015931593412,0.6473512676929043,0.3884107606157426,0.2589405070771617,0.04823989791978437,0.01,0.05600826794369597,0.8786068196445158,0.10048986955544194,0.0058968835108149775
2059,0.569574926974396,0.3696611405800831,0.02007238809187946,0.04727469465445643,1.9759535335811376,1.8219854382703313,1.3969567414365731,0.4250286968337581,0.9649946535742736,0.5789967921445645,0.38599786142970915,0.04139921547634992,0.01,0.04629310122118699,0.9552988884593985,0.10956010033851307,0.005970817250197531,0.5514887985405171,0.3887066973842678,0.02699434860634059,0.045773518696656704,1.3068995005711324,1.640214127165411,0.9176442136240643,0.7225699135413466,0.6487588115784466,0.389255286947068,0.2595035246313786,0.048231585938674416,0.01,0.05598219294351329,0.8796434175771306,0.10064448760197987,0.00590066813997633
2060,0.5701544086876796,0.3693240807246974,0.019559661005809165,0.04732279249483204,1.984963866959748,1.8239970347264547,1.4030287790238085,0.4209682557026462,0.9698918132265654,0.5819350879359395,0.38795672529062586,0.04139138981362858,0.01,0.04623685391462792,0.9571435060601192,0.10977953982568257,0.005976739697354483,0.5518120231911772,0.38849043323732096,0.026787772204518362,0.04580034710210937,1.311440771308172,1.6414345472421188,0.9213996322975353,0.7200349149445835,0.6500685650177277,0.3900411390106367,0.260027426007091,0.048216236679529095,0.01,0.05595166912997212,0.8806489136704676,0.10078640252944351,0.00590387673941689
2061,0.5706847656117628,0.3689673000146522,0.019071216189988832,0.047366813058088694,1.9939193324338762,1.8260375040044692,1.4092784370112228,0.4167590669932464,0.9744014923710886,0.5846408954226534,0.3897605969484352,0.04137436915636597,0.01,0.04617848071101249,0.9589602029375703,0.10998298068623902,0.005981967866569137,0.5520892669366362,0.38825318936786757,0.02658713406613704,0.04582335916585273,1.3160061187698346,1.642631145089545,0.9252349333954385,0.7173962116941064,0.6512853089573267,0.39077118537439615,0.2605141235829306,0.048194222450534355,0.01,0.05591681951729085,0.8816297450458879,0.10091420417846306,0.005906484506282179
2062,0.5711620862094567,0.3685861467432647,0.018599262746791127,0.04740643168975951,2.0028192179422133,1.8280833664459712,1.4156870318446497,0.4123963346013216,0.978553643495939,0.5871321860975637,0.3914214573983753,0.041348726970822286,0.01,0.04611787399606054,0.9607547351367429,0.11017035608676803,0.005986471325090791,0.5523162863881104,0.38798978351747265,0.02638716175066102,0.04584220268132746,1.3205836875824661,1.6437811240122642,0.9291360242898576,0.7146450997224066,0.6524127721543472,0.39144766329260844,0.2609651088617388,0.04816615807877317,0.01,0.055877942321260324,0.8825910331871779,0.10102789386020061,0.005908455847469604
2063,0.5715880537063015,0.3681812083454195,0.01813202112419439,0.04744178807207672,2.011647051958321,1.8301203009943312,1.4222223506419702,0.407897950352361,0.9823745021939176,0.5894247013163509,0.39294980087756676,0.04131546548921716,0.01,0.04605539294032745,0.962528688954754,0.11034182525549695,0.0059902867127157,0.5524947036657026,0.3877003953990623,0.02617704612539591,0.04585701226205355,1.3251573090282533,1.6448760997688296,0.9330850440988299,0.7117910556699997,0.6534537748823723,0.39207226492942354,0.2613815099529488,0.04813283444135677,0.01,0.05583562755100755,0.8835351173951191,0.10112760653082871,0.0059098208511352696
