year,age,networth,networth_infadj,wgt
2010,75,488079.70037453185,580416.6843980361,7095.383369791004
2010,75,299190.5617977528,355792.69891491433,7139.730803024964
2010,75,452487.14107365796,538090.5740459743,7294.390247398091
2010,75,289343.19600499375,344082.3667722295,6989.430711489619
2010,75,363027.71535580524,431706.83544044656,7121.527559794425
2010,59,179601.74781523095,213579.56681873108,5187.788713821512
2010,59,179601.74781523095,213579.56681873108,5256.336106805837
2010,59,179601.74781523095,213579.56681873108,5303.194254225602
2010,59,179601.74781523095,213579.56681873108,5099.262111481632
2010,59,179601.74781523095,213579.56681873108,5234.807490744228
2010,94,146139.8252184769,173787.1760426177,6264.2303660144735
2010,94,143544.81897627964,170701.2355334497,6303.382942195449
2010,94,141905.86766541822,168752.22047502783,6439.9255837048395
2010,94,148871.41073657927,177035.53447332082,6170.688999057856
2010,94,147232.45942571785,175086.51941489897,6287.312026353159
2010,63,265646.6916354557,315902.85738587985,3869.5574169823403
2010,63,254720.34956304618,302909.4236630673,3939.023978064476
2010,63,253081.39825218476,300960.4086046454,3975.5958867530403
2010,63,266725.6679151061,317185.9589660076,3810.856063732026
2010,63,243247.69038701622,289266.3182541141,3907.7120495053555
2010,50,115696.30461922596,137584.22133243125,4066.4401638166337
2010,50,114193.93258426966,135797.62419554454,4090.3308219501896
2010,50,108047.86516853933,128488.81772646248,4081.1720970636534
2010,50,113101.29837702871,134498.28082326328,3979.6465712953964
2010,50,119206.39200998751,141758.3619158848,4063.537123758965
2010,23,5230.986267166042,6220.606394796502,4774.192097096808
2010,23,5244.6441947565545,6236.848186950018,4765.790807326851
2010,23,5230.986267166042,6220.606394796502,4770.901991749566
2010,23,5244.6441947565545,6236.848186950018,4773.122605086078
2010,23,5230.986267166042,6220.606394796502,4768.704095682961
2010,68,1514718.8014981274,1801279.7169935023,2295.5944148513217
2010,68,1465099.5505617978,1742273.28609978,2122.0157098135164
2010,68,1422200.0,1691257.816945587,5700.204033938606
2010,68,1579143.245942572,1877892.2505816359,2537.603709718173
2010,68,1498889.263420724,1782455.4798875775,2095.21348487679
2010,53,552627.0661672909,657175.3941155511,2246.9632228168402
2010,53,552613.4082397004,657159.1523233976,2186.5500867696514
2010,53,552613.4082397004,657159.1523233976,2077.119271930788
2010,53,552627.0661672909,657175.3941155511,2302.31499785493
2010,53,552490.4868913857,657012.9761940159,2186.918233161131
