year,age,networth,networth_infadj,wgt
2013,54,-509.13321698662014,-573.1502010971733,3100.8024406396785
2013,54,-509.13321698662014,-573.1502010971733,3090.352194917005
2013,54,-509.13321698662014,-573.1502010971733,3094.1002754696483
2013,54,-509.13321698662014,-573.1502010971733,3098.507516536399
2013,54,-509.13321698662014,-573.1502010971733,3104.6701019403945
2013,22,-11073.647469458987,-12466.016873863518,5888.636780361949
2013,22,-10946.364165212333,-12322.729323589227,5880.947979344362
2013,22,-11073.647469458987,-12466.016873863518,5892.280695571022
2013,22,-10946.364165212333,-12322.729323589227,5887.018574271248
2013,22,-10946.364165212333,-12322.729323589227,5886.7538953254125
2013,53,-636.4165212332751,-716.4377513714667,5240.3251448784495
2013,53,-763.6998254799302,-859.7253016457599,5272.259149060608
2013,53,-636.4165212332751,-716.4377513714667,5203.287698641633
2013,53,-636.4165212332751,-716.4377513714667,5294.019043814231
2013,53,-636.4165212332751,-716.4377513714667,5269.889959385442
2013,48,2688159.744037231,3026161.418017938,2605.6583757926824
2013,48,2761729.4938917975,3108981.6220764793,2555.4007830259907
2013,48,2736400.116346713,3080467.399571895,2491.3619701794937
2013,48,2821807.213496219,3176613.3458059463,2561.9949417359685
2013,48,2914596.7422920302,3281069.969955906,2539.122195746385
2013,57,861198.836532868,969483.5651558687,4019.6070068290383
2013,57,859544.1535776614,967620.8270023027,3994.5194570470876
2013,57,861835.2530541013,970200.0029072402,4083.326291014414
2013,57,862217.1029668412,970629.865558063,3985.2564601870668
2013,57,862089.8196625946,970486.5780077887,4019.519720159597
2013,63,73849.77312390925,83135.436669145,7805.528854403083
2013,63,77350.06399069226,87075.84430168805,7893.810172824994
2013,63,69000.27923211169,77676.18100369441,7808.137131379239
2013,63,75873.57766143106,85413.70871850624,7947.978719838949
2013,63,69865.80570098895,78650.53634555961,7856.206863494828
2013,46,375613.030831879,422841.5608594396,4135.97542832188
2013,46,376758.5805700989,424131.14881190826,4108.975921378658
2013,46,377904.13030831877,425420.73676437687,4201.336544208545
2013,46,377904.13030831877,425420.73676437687,4100.35461049538
2013,46,376376.73065735894,423701.2861610854,4135.785953449447
2013,35,126634.15939499708,142556.78376789443,3275.237125286862
2013,35,126265.0378126818,142141.249872099,3264.356893028135
2013,35,127143.2926119837,143129.9339689916,3276.1384587246334
2013,35,127525.14252472368,143559.79661981447,3275.9186309398838
2013,35,126901.45433391507,142857.68762347044,3274.5606417202353
2013,31,1094.6364165212333,1232.2729323589226,3804.0981228915225
2013,31,1425.5730075625363,1604.8205630720852,3822.6138652402105
2013,31,-3347.5509016870274,-3768.4625722139144,3820.074727841311
2013,31,-4607.655613728913,-5187.009319929419,3815.141788045132
2013,31,1527.3996509598603,1719.4506032915199,3804.4964780125565
2013,32,-18074.229203025014,-20346.832138949652,4585.756956611948
2013,32,-18074.229203025014,-20346.832138949652,4578.926527591821
2013,32,-18074.229203025014,-20346.832138949652,4587.792930693794
2013,32,-18074.229203025014,-20346.832138949652,4579.209991184438
2013,32,-18074.229203025014,-20346.832138949652,4589.267638844665
2013,50,669675.6486329262,753878.7882581395,4154.539645853979
2013,50,562719.4880744619,633474.2597626508,4128.077940828921
2013,50,433055.9860383944,487507.23229822813,5340.9241730120075
2013,50,733024.5491564863,825193.0020296553,4118.852804812592
2013,50,395214.6596858639,444907.84360168077,5410.573144887562
2013,54,824401.23327516,928059.1343715704,4475.042286208248
2013,54,824261.2216404886,927901.5180662686,4446.269009558708
2013,54,824159.3949970914,927786.8880260494,4545.895148758404
2013,54,824337.5916230367,927987.4905964333,4436.617557651415
2013,54,824286.678301338,927930.1755763236,4474.744561881002
2013,28,-152421.7568353694,-171586.84145346624,4062.4925193620866
2013,28,-152549.04013961606,-171730.12900374056,4083.2073361387193
2013,28,-152549.04013961606,-171730.12900374056,4074.067954448298
2013,28,-152549.04013961606,-171730.12900374056,4093.409013434614
2013,28,-152549.04013961606,-171730.12900374056,4078.1656469408417
2013,49,47858.52239674229,53876.118903134295,6456.6993011565955
2013,49,47985.805700988945,54019.406453408585,6509.533501385743
2013,49,47858.52239674229,53876.118903134295,6422.099353239401
2013,49,49258.6387434555,55452.28195615152,6512.736618588553
2013,49,47858.52239674229,53876.118903134295,6505.847521673618
2013,68,32246461.431064572,36301041.13669057,34.092565317587116
2013,68,47342261.31471786,53294944.59922176,33.03850702850624
2013,68,31967710.9947644,35987241.40158987,37.307357923509684
2013,68,32219731.937172774,36270950.751132965,33.58322729400875
2013,68,32004623.15299593,36028794.79116941,36.16385951898016
2013,76,13449263.059918558,15140335.712182932,33.50955854942309
2013,76,23800577.777777776,26793195.738239832,33.249479214844925
2013,76,12498838.627108784,14070407.574284783,33.66311998991553
2013,76,13474337.870855149,15168563.359586967,32.7975293995149
2013,76,32963957.417102966,37108753.05758676,38.03052455298348
